lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
SLC22A2	-0.071	-0.021	0.029	0.403	0.154	0.926	0.026	0	0	1	1	1	3
SLC22A20	-0.911	-0.173	0.566	0.647	1.844	0.175	0.377	0.143	45.762	1.844	1	1	2
SLC22A23	-0.197	-0.051	0.096	0.497	8.459	0.133	0.075	0.011	40.893	1.692	1	1	6
SLC22A24	-0.133	-0.035	0.064	0.487	3.164	0.367	0.05	0.001	5.189	1.055	1	1	4
SLC22A25	-0.042	-0.007	0.028	0.707	3.049	0.384	0.018	0	1.616	1.016	1	1	4
SLC22A3	-0.134	-0.029	0.076	0.592	1.568	0.457	0.054	0	0	1	1	1	3
SLC22A31	-0.323	-0.116	0.09	0.269	1.166	0.558	0.105	0	0	1	1	1	3
SLC22A4	-0.297	-0.003	0.291	0.983	4.144	0.529	0.15	0	0	1	1	1	6
SLC22A5	-0.048	0.006	0.061	0.815	9.382	0.311	0.028	0.001	14.729	1.173	1	1	9
SLC22A6	-0.134	-0.044	0.047	0.342	1.065	0.786	0.046	0	0	1	1	1	4
SLC22A7	-0.19	-0.067	0.055	0.281	0.05	0.975	0.062	0	0	1	1	1	3
SLC22A8	-0.16	-0.016	0.129	0.833	3.8	0.284	0.074	0.005	21.056	1.267	1	1	4
SLC22A9	-0.103	-0.031	0.041	0.4	2.157	0.34	0.037	0.001	7.287	1.079	1	1	3
SLC23A2	-0.062	0.016	0.094	0.691	23.036	0.002	0.04	0.006	69.613	3.291	1	1	8
SLC23A3	-0.235	-0.053	0.13	0.573	5.348	0.253	0.093	0.011	25.209	1.337	1	1	5
SLC24A1	-0.208	-0.05	0.109	0.54	7.752	0.17	0.081	0.012	35.502	1.55	1	1	6
SLC24A2	-0.084	0.004	0.093	0.926	3.835	0.28	0.045	0.002	21.768	1.278	1	1	4
SLC24A4	-0.029	0.002	0.033	0.897	8.583	0.379	0.016	0	6.798	1.073	1	1	9
SLC24A5	-0.09	0.061	0.212	0.426	2.556	0.465	0.077	0	0	1	1	1	4
SLC24A6	-0.058	0.064	0.185	0.304	15.163	0.004	0.062	0.012	73.621	3.791	1	1	5
SLC25A10	-0.178	-0.035	0.109	0.637	0.498	0.779	0.073	0	0	1	1	1	3
SLC25A11	-0.027	0.005	0.037	0.76	8.035	0.43	0.016	0	0.438	1.004	1	1	9
SLC25A13	-0.029	0.038	0.106	0.265	2.856	0.898	0.034	0	0	1	1	1	8
SLC25A14	-0.049	-0.018	0.013	0.257	3.108	0.927	0.016	0	0	1	1	1	9
SLC25A16	-0.08	0.049	0.177	0.457	4.214	0.378	0.066	0.001	5.075	1.053	1	1	5
SLC25A18	-0.023	0.005	0.033	0.707	1.915	0.927	0.014	0	0	1	1	1	7
SLC25A19	-0.052	-0.014	0.024	0.458	8.136	0.42	0.019	0	1.675	1.017	1	1	9
SLC25A2	-0.063	0.018	0.098	0.665	1.853	0.763	0.041	0	0	1	1	1	5
SLC25A20	-0.153	0.113	0.379	0.406	4.153	0.386	0.136	0.004	3.678	1.038	1	1	5
SLC25A21	-0.102	-0.035	0.033	0.311	2.062	0.56	0.034	0	0	1	1	1	4
SLC25A21-AS1	-0.161	0.002	0.165	0.977	0.402	0.526	0.083	0	0	1	1	1	2
SLC25A22	-0.067	0.002	0.071	0.958	13.316	0.065	0.035	0.003	47.432	1.902	1	1	8
SLC25A23	-0.02	0.016	0.052	0.379	10.838	0.211	0.018	0.001	26.188	1.355	1	1	9
SLC25A24	-0.186	0.115	0.416	0.455	9.022	0.061	0.154	0.062	55.666	2.256	1	1	5
SLC25A28	-0.055	-0.016	0.023	0.427	9.206	0.325	0.02	0	13.098	1.151	1	1	9
SLC25A3	-0.065	-0.013	0.038	0.615	17.802	0.023	0.026	0.002	55.061	2.225	1	1	9
SLC25A30	-0.047	0.011	0.07	0.699	1.235	0.941	0.03	0	0	1	1	1	6
SLC25A31	-0.063	-0.017	0.029	0.462	0.525	0.913	0.023	0	0	1	1	1	4
SLC25A33	-0.079	0.059	0.197	0.403	3.604	0.608	0.071	0	0	1	1	1	6
SLC25A34	-0.002	0	0.002	0.971	4.781	0.781	0.001	0	0	1	1	1	9
SLC25A35	-0.058	0.089	0.236	0.233	4.279	0.37	0.075	0.002	6.525	1.07	1	1	5
SLC25A36	-0.069	-0.009	0.05	0.761	8.101	0.424	0.03	0	1.248	1.013	1	1	9
SLC25A37	-0.153	-0.022	0.109	0.739	17.274	0.027	0.067	0.014	53.689	2.159	1	1	9
SLC25A38	-0.145	0.008	0.162	0.914	5.642	0.343	0.078	0.004	11.379	1.128	1	1	6
SLC25A3P1	-0.121	0.027	0.174	0.725	0.265	0.606	0.075	0	0	1	1	1	2
SLC25A4	-0.059	-0.02	0.018	0.296	6.35	0.608	0.02	0	0	1	1	1	9
SLC25A40	-0.363	0.05	0.464	0.812	14.314	0.006	0.211	0.152	72.055	3.578	1	1	5
SLC25A41	-0.116	0.069	0.254	0.464	5.044	0.169	0.094	0.014	40.52	1.681	1	1	4
SLC25A42	-0.044	-0.011	0.021	0.493	7.904	0.443	0.016	0	0	1	1	1	9
SLC25A43	-0.053	0.012	0.078	0.709	9.213	0.325	0.033	0.001	13.165	1.152	1	1	9
SLC25A44	-0.097	0.098	0.293	0.326	5.626	0.344	0.1	0.007	11.121	1.125	1	1	6
SLC25A45	-0.36	-0.122	0.116	0.315	7.626	0.178	0.121	0.027	34.437	1.525	1	1	6
SLC25A47	-0.26	0.001	0.261	0.996	1.584	0.453	0.133	0	0	1	1	1	3
SLC25A48	-0.184	-0.031	0.121	0.687	4.524	0.104	0.078	0.01	55.794	2.262	1	1	3
SLC25A5	-0.094	-0.017	0.06	0.662	14.01	0.051	0.039	0.004	50.035	2.001	1	1	8
SLC25A5-AS1	-0.155	-0.009	0.137	0.906	0.163	0.922	0.075	0	0	1	1	1	3
SLC25A51	-0.089	0.081	0.251	0.352	1.098	0.578	0.087	0	0	1	1	1	3
SLC25A53	-0.297	0.027	0.352	0.87	2.195	0.334	0.166	0.02	8.876	1.097	1	1	3
SLC25A6	-0.102	0.053	0.208	0.501	0.423	0.981	0.079	0	0	1	1	1	5
SLC26A1	-0.037	0.013	0.064	0.606	1.258	0.869	0.026	0	0	1	1	1	5
SLC26A10	-0.194	-0.024	0.145	0.778	3.174	0.204	0.087	0.008	36.996	1.587	1	1	3
SLC26A11	-0.039	0.004	0.046	0.867	10.457	0.234	0.022	0.001	23.498	1.307	1	1	9
SLC26A2	-0.002	0	0.002	0.972	5.551	0.697	0.001	0	0	1	1	1	9
SLC26A3	-0.153	-0.037	0.08	0.539	4.269	0.234	0.06	0.005	29.719	1.423	1	1	4
SLC26A4	-0.004	0	0.004	0.967	2.656	0.851	0.002	0	0	1	1	1	7
SLC26A6	-0.071	0.002	0.074	0.964	12.517	0.085	0.037	0.003	44.074	1.788	1	1	8
SLC26A8	-0.272	-0.074	0.125	0.467	4.475	0.483	0.101	0	0	1	1	1	6
SLC26A9	-0.273	-0.043	0.188	0.718	4.42	0.11	0.118	0.024	54.755	2.21	1	1	3
SLC27A1	-0.036	0.021	0.077	0.471	1.137	0.997	0.029	0	0	1	1	1	9
SLC27A3	-0.066	0.012	0.09	0.766	11.637	0.113	0.04	0.004	39.845	1.662	1	1	8
SLC27A4	-0.028	0.031	0.091	0.301	4.085	0.77	0.03	0	0	1	1	1	8
SLC27A5	-0.02	0.007	0.035	0.605	2.889	0.895	0.014	0	0	1	1	1	8
SLC27A6	-0.352	0.008	0.368	0.965	8.041	0.018	0.184	0.074	75.128	4.021	1	1	3
SLC28A1	-0.03	0.03	0.089	0.329	5.827	0.323	0.03	0.001	14.188	1.165	1	1	6
SLC28A2	-0.197	0.018	0.234	0.867	5.515	0.138	0.11	0.022	45.604	1.838	1	1	4
SLC28A3	-0.04	0.043	0.125	0.309	2.935	0.569	0.042	0	0	1	1	1	5
SLC29A2	-0.064	-0.015	0.034	0.547	12.565	0.128	0.025	0.002	36.331	1.571	1	1	9
SLC29A3	-0.214	-0.007	0.2	0.95	5.422	0.247	0.106	0.015	26.228	1.356	1	1	5
SLC2A10	-0.019	0.009	0.037	0.519	1.154	0.764	0.014	0	0	1	1	1	4
SLC2A11	-0.002	0	0.002	0.951	7.091	0.527	0.001	0	0	1	1	1	9
SLC2A13	-0.052	0.081	0.213	0.234	6.107	0.296	0.068	0.005	18.129	1.221	1	1	6
SLC2A14	-0.212	0.056	0.323	0.684	3.989	0.551	0.137	0	0	1	1	1	6
SLC2A2	-0.14	0.084	0.308	0.464	4.816	0.09	0.114	0.023	58.476	2.408	1	1	3
SLC2A3	-0.055	-0.006	0.043	0.799	10.313	0.244	0.025	0.001	22.424	1.289	1	1	9
SLC2A4	-0.109	0.125	0.359	0.296	6.372	0.095	0.12	0.029	52.917	2.124	1	1	4
SLC2A4RG	-0.085	0.048	0.18	0.48	7.616	0.268	0.067	0.006	21.222	1.269	1	1	7
SLC2A5	-0.064	0.044	0.152	0.422	13.305	0.065	0.055	0.009	47.39	1.901	1	1	8
SLC2A7	-0.244	0.03	0.304	0.829	4.181	0.124	0.14	0.03	52.167	2.091	1	1	3
SLC2A8	-0.042	0.007	0.057	0.772	8.016	0.432	0.025	0	0.199	1.002	1	1	9
SLC2A9	-0.197	-0.039	0.119	0.63	8.244	0.143	0.081	0.013	39.352	1.649	1	1	6
SLC30A1	-0.225	0.007	0.239	0.955	1.145	0.887	0.118	0	0	1	1	1	5
SLC30A10	-0.111	0.043	0.196	0.587	3.359	0.186	0.078	0.009	40.466	1.68	1	1	3
SLC30A2	-0.109	-0.021	0.067	0.642	1.306	0.728	0.045	0	0	1	1	1	4
SLC30A3	-0.038	-0.011	0.017	0.449	6.378	0.382	0.014	0	5.923	1.063	1	1	7
SLC30A4	-0.226	0.053	0.331	0.71	11.095	0.05	0.142	0.053	54.934	2.219	1	1	6
SLC30A6	-0.196	0.029	0.254	0.801	5.265	0.384	0.115	0.004	5.041	1.053	1	1	6
SLC30A8	-0.25	-0.075	0.1	0.403	5.756	0.124	0.089	0.015	47.882	1.919	1	1	4
SLC31A2	-0.05	0.043	0.137	0.365	5.66	0.685	0.048	0	0	1	1	1	9
SLC32A1	-0.122	-0.039	0.045	0.368	7.847	0.25	0.043	0.003	23.54	1.308	1	1	7
SLC33A1	-0.112	0.083	0.279	0.404	1.438	0.92	0.1	0	0	1	1	1	6
SLC34A1	-0.216	-0.034	0.147	0.711	5.558	0.135	0.093	0.015	46.027	1.853	1	1	4
SLC34A2	-0.045	0.004	0.052	0.882	1.052	0.789	0.025	0	0	1	1	1	4
SLC34A3	-0.108	-0.018	0.072	0.698	2.623	0.454	0.046	0	0	1	1	1	4
SLC35A1	-0.055	-0.015	0.024	0.439	9.668	0.289	0.02	0.001	17.252	1.208	1	1	9
SLC35A3	-0.056	-0.015	0.025	0.458	8.65	0.373	0.021	0	7.512	1.081	1	1	9
SLC35A4	-0.024	0.019	0.063	0.385	7.717	0.358	0.022	0	9.297	1.102	1	1	8
SLC35B3	-0.027	0.002	0.031	0.901	5.35	0.617	0.015	0	0	1	1	1	8
SLC35C1	-0.019	0.008	0.036	0.547	5.763	0.568	0.014	0	0	1	1	1	8
SLC35C2	-0.05	0.017	0.084	0.621	11.761	0.109	0.034	0.003	40.479	1.68	1	1	8
SLC35D1	-0.18	0.057	0.294	0.637	6.864	0.231	0.121	0.023	27.158	1.373	1	1	6
SLC35D2	-0.087	0.047	0.18	0.494	3.68	0.451	0.068	0	0	1	1	1	5
SLC35D3	-0.018	0.009	0.036	0.495	2.355	0.502	0.014	0	0	1	1	1	4
SLC35E1	-0.062	0.032	0.127	0.5	21.104	0.007	0.048	0.01	62.093	2.638	1	1	9
SLC35E2B	-0.544	-0.198	0.149	0.264	3.154	0.368	0.177	0.007	4.896	1.051	1	1	4
SLC35E3	-0.037	-0.004	0.029	0.823	6.23	0.621	0.017	0	0	1	1	1	9
SLC35E4	-0.228	-0.03	0.168	0.765	0.778	0.855	0.101	0	0	1	1	1	4
SLC35F1	-0.059	-0.006	0.047	0.819	13.001	0.023	0.027	0.002	61.542	2.6	1	1	6
SLC35F3	-0.017	0.022	0.06	0.274	5.587	0.589	0.02	0	0	1	1	1	8
SLC35F4	-0.004	0	0.004	0.955	7.894	0.246	0.002	0	23.997	1.316	1	1	7
SLC35F5	-0.174	-0.033	0.108	0.645	2.835	0.725	0.072	0	0	1	1	1	6
SLC35F6	-0.056	0.031	0.118	0.488	1.71	0.888	0.044	0	0	1	1	1	6
SLC35G1	-0.309	-0.087	0.135	0.443	13.016	0.011	0.113	0.032	69.27	3.254	1	1	5
SLC35G2	-0.032	0.018	0.069	0.476	0.199	0.656	0.026	0	0	1	1	1	2
SLC35G3	-0.13	-0.006	0.119	0.929	0.57	0.45	0.063	0	0	1	1	1	2
SLC35G5	-0.298	-0.076	0.147	0.505	1.078	0.583	0.113	0	0	1	1	1	3
SLC36A3	-0.24	-0.066	0.109	0.463	0.921	0.82	0.089	0	0	1	1	1	4
SLC36A4	-0.065	-0.013	0.04	0.64	5.544	0.698	0.027	0	0	1	1	1	9
SLC37A1	-0.002	0	0.002	0.969	2.972	0.888	0.001	0	0	1	1	1	8
SLC37A2	-0.104	0.065	0.233	0.45	6.525	0.258	0.086	0.01	23.376	1.305	1	1	6
SLC37A4	-0.102	-0.024	0.053	0.543	21.265	0.006	0.04	0.005	62.379	2.658	1	1	9
SLC38A1	-0.092	-0.032	0.029	0.309	12.869	0.116	0.031	0.002	37.834	1.609	1	1	9
SLC38A10	-0.246	-0.006	0.234	0.962	7.332	0.197	0.122	0.027	31.803	1.466	1	1	6
SLC38A11	-0.026	0.025	0.076	0.341	1.282	0.864	0.026	0	0	1	1	1	5
SLC38A2	-0.048	0.001	0.051	0.961	2.353	0.968	0.025	0	0	1	1	1	9
SLC38A3	-0.118	-0.018	0.083	0.731	2.7	0.44	0.051	0	0	1	1	1	4
SLC38A4	-0.039	0.001	0.041	0.958	0.923	0.63	0.02	0	0	1	1	1	3
SLC38A5	-0.057	-0.006	0.046	0.834	5.616	0.69	0.026	0	0	1	1	1	9
SLC38A7	-0.106	-0.017	0.072	0.706	5.163	0.396	0.045	0.001	3.158	1.033	1	1	6
SLC38A8	-0.158	0.038	0.233	0.705	1.015	0.602	0.1	0	0	1	1	1	3
SLC38A9	-0.114	0.076	0.266	0.435	3.833	0.574	0.097	0	0	1	1	1	6
SLC39A10	-0.076	-0.025	0.025	0.331	7.449	0.489	0.026	0	0	1	1	1	9
SLC39A11	-0.052	-0.005	0.042	0.826	3.669	0.886	0.024	0	0	1	1	1	9
SLC39A12	-0.004	0	0.004	0.938	3.213	0.782	0.002	0	0	1	1	1	7
SLC39A14	-0.039	-0.004	0.031	0.834	2.693	0.952	0.018	0	0	1	1	1	9
SLC39A2	-0.048	0.015	0.078	0.642	0.563	0.905	0.032	0	0	1	1	1	4
SLC39A4	-0.161	0.012	0.184	0.894	1.813	0.874	0.088	0	0	1	1	1	6
SLC39A8	-0.062	0.091	0.245	0.244	5.736	0.333	0.078	0.006	12.836	1.147	1	1	6
SLC39A9	-0.348	-0.099	0.151	0.438	12.804	0.012	0.127	0.046	68.761	3.201	1	1	5
SLC3A1	-0.121	-0.007	0.107	0.906	5.734	0.333	0.058	0.003	12.796	1.147	1	1	6
SLC3A2	-0.035	0.002	0.039	0.907	9.157	0.329	0.019	0	12.631	1.145	1	1	9
SLC40A1	-0.035	0.014	0.064	0.569	10.215	0.25	0.025	0.001	21.687	1.277	1	1	9
SLC41A1	-0.037	0.023	0.082	0.456	13.684	0.057	0.03	0.002	48.847	1.955	1	1	8
SLC41A2	-0.034	-0.007	0.02	0.601	1.261	0.939	0.014	0	0	1	1	1	6
SLC41A3	-0.028	-0.005	0.018	0.669	3.886	0.867	0.012	0	0	1	1	1	9
SLC43A1	-0.276	-0.053	0.17	0.641	4.832	0.305	0.114	0.012	17.224	1.208	1	1	5
SLC44A2	-0.063	0.067	0.198	0.309	24.606	0.001	0.066	0.017	71.551	3.515	1	1	8
SLC44A3	-0.002	0	0.002	0.999	0.201	0.999	0.001	0	0	1	1	1	6
SLC44A4	-0.03	0.026	0.083	0.359	25.36	0	0.029	0.003	76.341	4.227	1	1	7
SLC45A2	-0.002	0	0.002	0.986	1.518	0.911	0.001	0	0	1	1	1	6
SLC45A3	-0.073	0.007	0.086	0.866	5.847	0.664	0.041	0	0	1	1	1	9
SLC45A4	-0.328	-0.1	0.129	0.393	0.562	0.99	0.117	0	0	1	1	1	6
SLC46A1	-0.05	0.027	0.104	0.487	5.16	0.397	0.039	0.001	3.099	1.032	1	1	6
SLC46A2	-0.233	0.153	0.539	0.438	11.492	0.042	0.197	0.117	56.49	2.298	1	1	6
SLC46A3	-0.192	-0.008	0.176	0.934	6.959	0.224	0.094	0.014	28.155	1.392	1	1	6
SLC47A1	-0.14	0.089	0.318	0.445	11.349	0.045	0.117	0.034	55.943	2.27	1	1	6
SLC47A2	-0.027	0.018	0.064	0.429	2.89	0.576	0.023	0	0	1	1	1	5
SLC48A1	-0.285	-0.081	0.124	0.439	4.32	0.504	0.104	0	0	1	1	1	6
SLC49A3	-0.343	-0.108	0.127	0.368	3.371	0.338	0.12	0.007	11.018	1.124	1	1	4
SLC49A4	-0.328	-0.086	0.156	0.488	4.316	0.116	0.123	0.023	53.663	2.158	1	1	3
SLC4A10	-0.21	0.064	0.338	0.649	5.888	0.208	0.14	0.032	32.067	1.472	1	1	5
SLC4A11	-0.208	-0.056	0.097	0.475	11.092	0.026	0.078	0.015	63.938	2.773	1	1	5
SLC4A1AP	-0.054	0.017	0.087	0.648	16.124	0.041	0.036	0.004	50.384	2.015	1	1	9
SLC4A2	-0.076	0.073	0.221	0.338	1.463	0.917	0.076	0	0	1	1	1	6
SLC4A3	-0.074	-0.027	0.019	0.245	9.347	0.229	0.024	0.001	25.11	1.335	1	1	8
SLC4A4	-0.101	-0.007	0.088	0.891	11.775	0.067	0.048	0.006	49.046	1.963	1	1	7
SLC4A5	-0.067	0.034	0.135	0.508	14.908	0.061	0.051	0.008	46.339	1.864	1	1	9
SLC4A9	-0.095	0.019	0.132	0.743	2.429	0.488	0.058	0	0	1	1	1	4
SLC50A1	-0.146	-0.018	0.11	0.784	3.18	0.528	0.065	0	0	1	1	1	5
SLC51A	-0.044	0.001	0.045	0.975	1.202	0.753	0.023	0	0	1	1	1	4
SLC51B	-0.06	0.069	0.197	0.295	4.726	0.193	0.065	0.007	36.521	1.575	1	1	4
SLC52A1	-0.165	-0.018	0.129	0.806	0.073	0.787	0.075	0	0	1	1	1	2
SLC52A2	-0.124	0.067	0.258	0.494	1.93	0.587	0.097	0	0	1	1	1	4
SLC52A3	-0.103	0.061	0.225	0.468	0.086	0.769	0.084	0	0	1	1	1	2
SLC5A1	-0.511	-0.193	0.126	0.236	7.251	0.027	0.162	0.052	72.418	3.626	1	1	3
SLC5A10	-0.104	0.015	0.134	0.802	4.24	0.515	0.061	0	0	1	1	1	6
SLC5A2	-0.417	-0.133	0.151	0.358	5.792	0.122	0.145	0.04	48.206	1.931	1	1	4
SLC5A3	-0.073	0.108	0.29	0.242	4.368	0.498	0.093	0	0	1	1	1	6
SLC5A4	-0.178	-0.023	0.131	0.767	3.69	0.158	0.079	0.009	45.802	1.845	1	1	3
SLC5A5	-0.178	-0.019	0.141	0.817	4.132	0.388	0.081	0.001	3.202	1.033	1	1	5
SLC5A6	-0.082	-0.012	0.058	0.733	9.576	0.296	0.036	0.002	16.46	1.197	1	1	9
SLC5A8	-0.068	0.04	0.148	0.468	13.051	0.042	0.055	0.01	54.026	2.175	1	1	7
SLC5A9	-0.075	0.01	0.095	0.823	1.802	0.772	0.043	0	0	1	1	1	5
SLC66A1	-0.115	0.027	0.169	0.709	0.75	0.861	0.072	0	0	1	1	1	4
SLC66A3	-0.359	-0.093	0.172	0.491	5.204	0.157	0.135	0.031	42.354	1.735	1	1	4
SLC6A10P	-0.443	-0.139	0.165	0.369	1.577	0.455	0.155	0	0	1	1	1	3
SLC6A11	-0.03	0.007	0.043	0.719	5.227	0.632	0.019	0	0	1	1	1	8
SLC6A13	-0.002	0	0.002	0.961	2.425	0.877	0.001	0	0	1	1	1	7
SLC6A16	-0.122	0.019	0.16	0.791	1.223	0.943	0.072	0	0	1	1	1	6
SLC6A18	-0.153	0.017	0.187	0.849	3.794	0.285	0.087	0.009	20.928	1.265	1	1	4
SLC6A2	-0.108	-0.031	0.046	0.433	3.87	0.276	0.039	0.002	22.474	1.29	1	1	4
SLC6A20	-0.159	-0.027	0.105	0.684	1.593	0.451	0.067	0	0	1	1	1	3
SLC6A3	-0.069	0.002	0.073	0.959	0.457	0.796	0.036	0	0	1	1	1	3
SLC6A5	-0.587	-0.22	0.148	0.241	5.609	0.061	0.188	0.069	64.346	2.805	1	1	3
SLC6A6	-0.113	0.038	0.19	0.62	3.715	0.591	0.077	0	0	1	1	1	6
SLC6A7	-0.057	-0.014	0.028	0.504	3.537	0.739	0.022	0	0	1	1	1	7
SLC6A8	-0.052	0.018	0.089	0.615	5.022	0.755	0.036	0	0	1	1	1	9
SLC6A9	-0.037	0.026	0.088	0.417	5.642	0.464	0.032	0	0	1	1	1	7
SLC7A10	-0.063	-0.013	0.037	0.608	5.884	0.553	0.026	0	0	1	1	1	8
SLC7A11	-0.098	0.034	0.166	0.615	0.618	0.987	0.067	0	0	1	1	1	6
SLC7A11-AS1	-0.093	-0.035	0.023	0.236	0.543	0.762	0.029	0	0	1	1	1	3
SLC7A13	-0.025	0.006	0.037	0.712	2.638	0.451	0.016	0	0	1	1	1	4
SLC7A14	-0.04	-0.006	0.028	0.728	2.941	0.816	0.017	0	0	1	1	1	7
SLC7A2	-0.022	0.016	0.054	0.413	5.584	0.471	0.019	0	0	1	1	1	7
SLC7A3	-0.08	0.01	0.099	0.832	0.854	0.931	0.046	0	0	1	1	1	5
SLC7A4	-0.206	-0.054	0.098	0.489	5.1	0.165	0.078	0.01	41.174	1.7	1	1	4
SLC7A5	-0.063	0	0.062	0.988	8.941	0.347	0.032	0.001	10.528	1.118	1	1	9
SLC7A6	-0.035	0.005	0.045	0.804	7.827	0.451	0.02	0	0	1	1	1	9
SLC7A6OS	-0.136	0.033	0.202	0.703	3.163	0.675	0.086	0	0	1	1	1	6
SLC7A7	-0.116	0.156	0.428	0.26	9.859	0.079	0.139	0.055	49.284	1.972	1	1	6
SLC7A9	-0.002	0	0.002	0.994	3.675	0.721	0.001	0	0	1	1	1	7
SLC8A1	-0.14	0.05	0.24	0.605	8.829	0.116	0.097	0.021	43.368	1.766	1	1	6
SLC8A1-AS1	-0.074	0.049	0.171	0.436	0.472	0.79	0.063	0	0	1	1	1	3
SLC8A2	-0.06	-0.021	0.018	0.296	2.209	0.899	0.02	0	0	1	1	1	7
SLC8A3	-0.076	-0.002	0.072	0.959	14.007	0.051	0.038	0.004	50.025	2.001	1	1	8
SLC8B1	-0.141	0.051	0.243	0.606	1.716	0.424	0.098	0	0	1	1	1	3
SLC9A10	-0.174	0.115	0.403	0.437	0.056	0.813	0.147	0	0	1	1	1	2
SLC9A11	-0.177	0.023	0.223	0.821	0.138	0.71	0.102	0	0	1	1	1	2
SLC9A2	-0.16	0.084	0.328	0.5	3.978	0.137	0.124	0.024	49.718	1.989	1	1	3
SLC9A3	-0.085	0.087	0.258	0.322	7.153	0.21	0.087	0.013	30.098	1.431	1	1	6
SLC9A3-OT1	-0.645	-0.19	0.266	0.414	0.184	0.668	0.232	0	0	1	1	1	2
SLC9A3R1	-0.042	0.047	0.137	0.303	9.229	0.161	0.046	0.004	34.985	1.538	1	1	7
SLC9A3R2	-0.138	-0.024	0.09	0.68	2.486	0.478	0.058	0	0	1	1	1	4
SLC9A4	-0.339	-0.114	0.111	0.321	0.943	0.331	0.115	0	0	1	1	1	2
SLC9A5	-0.085	-0.009	0.067	0.814	11.339	0.183	0.039	0.003	29.447	1.417	1	1	9
SLC9A6	-0.075	-0.018	0.039	0.534	10.925	0.206	0.029	0.002	26.775	1.366	1	1	9
SLC9A7	-0.205	-0.022	0.162	0.817	1.56	0.906	0.093	0	0	1	1	1	6
SLC9A7P1	-0.216	0.054	0.323	0.697	1.069	0.586	0.137	0	0	1	1	1	3
SLC9A9-AS1	-0.558	-0.036	0.487	0.894	1.183	0.277	0.266	0.067	15.493	1.183	1	1	2
SLC9B1	-0.189	0.01	0.209	0.924	2.796	0.424	0.102	0	0	1	1	1	4
SLC9B2	-0.118	0.12	0.358	0.323	7.398	0.116	0.121	0.029	45.929	1.849	1	1	5
SLC9C2	-0.031	0.013	0.056	0.57	0.009	0.926	0.022	0	0	1	1	1	2
SLCO1A2	-0.004	0	0.004	0.974	1.558	0.956	0.002	0	0	1	1	1	7
SLCO1B1	-0.078	-0.002	0.074	0.962	1.392	0.707	0.039	0	0	1	1	1	4
SLCO1C1	-0.128	-0.02	0.088	0.715	0.785	0.853	0.055	0	0	1	1	1	4
SLCO2A1	-0.103	-0.03	0.042	0.413	13.672	0.034	0.037	0.004	56.116	2.279	1	1	7
SLCO2B1	-0.107	0.01	0.128	0.864	22.871	0.002	0.06	0.016	69.394	3.267	1	1	8
SLCO4A1	-0.086	0.03	0.145	0.613	6.521	0.259	0.059	0.005	23.329	1.304	1	1	6
SLCO4A1-AS1	-0.091	0.043	0.178	0.528	1.08	0.299	0.069	0.003	7.429	1.08	1	1	2
SLCO4C1	-0.179	0.019	0.218	0.849	0.922	0.921	0.101	0	0	1	1	1	5
SLCO5A1	-0.407	-0.122	0.163	0.402	8.87	0.064	0.146	0.048	54.906	2.218	1	1	5
SLCO6A1	-0.055	0.01	0.075	0.764	0.001	0.999	0.033	0	0	1	1	1	3
SLF1	-0.177	-0.042	0.093	0.542	1.463	0.691	0.069	0	0	1	1	1	4
SLF2	-0.2	-0.057	0.086	0.438	0.407	0.816	0.073	0	0	1	1	1	3
SLFN11	-0.166	0.033	0.231	0.747	14.857	0.038	0.101	0.036	52.883	2.122	1	1	8
SLFN12L	-0.307	0	0.307	0.999	12.421	0.029	0.157	0.073	59.746	2.484	1	1	6
SLFN5	-0.172	-0.023	0.126	0.762	6.586	0.473	0.076	0	0	1	1	1	8
SLFNL1	-0.068	0.009	0.086	0.813	2.275	0.81	0.039	0	0	1	1	1	6
SLFNL1-AS1	-1.574	-0.552	0.469	0.289	5.431	0.066	0.521	0.502	63.175	2.716	1	1	3
SLIRP	-0.228	0.073	0.374	0.633	1.037	0.792	0.153	0	0	1	1	1	4
SLIT1	-0.115	-0.031	0.052	0.463	5.683	0.577	0.043	0	0	1	1	1	8
SLIT2	-0.004	0	0.004	0.949	5.432	0.711	0.002	0	0	1	1	1	9
SLIT2-IT1	-0.108	0.006	0.119	0.923	0.651	0.722	0.058	0	0	1	1	1	3
SLIT3	-0.207	-0.054	0.1	0.492	13.087	0.023	0.078	0.02	61.795	2.617	1	1	6
SLITL2	-0.037	0.024	0.086	0.44	2.86	0.239	0.031	0.001	30.074	1.43	1	1	3
SLITRK2	-0.075	-0.012	0.05	0.697	9.411	0.094	0.032	0.003	46.869	1.882	1	1	6
SLITRK3	-0.064	-0.02	0.024	0.369	8.21	0.223	0.022	0.001	26.915	1.368	1	1	7
SLITRK4	-0.114	-0.009	0.096	0.868	16.772	0.019	0.054	0.009	58.263	2.396	1	1	8
SLITRK6	-0.06	-0.006	0.048	0.834	0.773	0.679	0.027	0	0	1	1	1	3
SLK	-0.05	-0.018	0.015	0.291	6.652	0.758	0.017	0	0	1	1	1	11
SLMAP	-0.021	0.007	0.036	0.611	4.339	0.931	0.015	0	0	1	1	1	11
SLMO1	-0.027	0.01	0.047	0.597	1.667	0.893	0.019	0	0	1	1	1	6
