lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
C14orf28	-0.05	0.003	0.056	0.916	0.765	0.682	0.027	0	0	1	1	1	3
C14orf43	-0.027	-0.001	0.024	0.908	3.604	0.165	0.013	0	44.501	1.802	1	1	3
C14orf80	-0.03	0.002	0.034	0.902	1.232	0.54	0.016	0	0	1	1	1	3
C14orf92	-0.024	-0.002	0.021	0.885	0.231	0.891	0.011	0	0	1	1	1	3
C14orf93	-0.002	0	0.002	0.974	0.491	0.782	0.001	0	0	1	1	1	3
C15orf24	-0.031	-0.004	0.024	0.788	0.211	0.9	0.014	0	0	1	1	1	3
C15orf41	-0.002	0	0.002	0.972	0.895	0.639	0.001	0	0	1	1	1	3
C16orf53	-0.059	-0.005	0.05	0.87	4.748	0.093	0.028	0.001	57.876	2.374	1	1	3
C17orf39	-0.023	0.004	0.031	0.76	0.176	0.916	0.014	0	0	1	1	1	3
C17orf63	-0.042	-0.005	0.032	0.789	1.503	0.472	0.019	0	0	1	1	1	3
C17orf68	-0.049	-0.002	0.044	0.919	0.119	0.942	0.024	0	0	1	1	1	3
C17orf71	-0.046	-0.006	0.035	0.789	0.773	0.679	0.021	0	0	1	1	1	3
C18orf21	-0.062	0	0.063	0.99	4.894	0.087	0.032	0.002	59.13	2.447	1	1	3
C18orf45	-0.004	0	0.004	0.971	0.766	0.682	0.002	0	0	1	1	1	3
C18orf51	-0.063	0.007	0.076	0.846	1.504	0.471	0.036	0	0	1	1	1	3
C19orf12	-0.055	-0.008	0.04	0.756	0.436	0.804	0.024	0	0	1	1	1	3
C19orf24	-0.004	0	0.004	0.979	0.175	0.916	0.002	0	0	1	1	1	3
C19orf25	-0.002	0	0.002	0.971	1.963	0.58	0.001	0	0	1	1	1	4
C19orf28	-0.004	0	0.004	0.927	1.615	0.446	0.002	0	0	1	1	1	3
C19orf29	-0.019	0.002	0.022	0.881	0.883	0.643	0.01	0	0	1	1	1	3
C1orf102	-0.004	0	0.004	0.931	1.486	0.476	0.002	0	0	1	1	1	3
C1orf107	-0.004	0	0.004	0.98	0.119	0.942	0.002	0	0	1	1	1	3
C1orf109	-0.055	-0.005	0.046	0.86	0.093	0.954	0.026	0	0	1	1	1	3
C1orf127	-0.005	0.001	0.008	0.756	9.88	0.02	0.003	0	69.636	3.293	1	1	4
C1orf128	-0.055	-0.006	0.044	0.828	1.213	0.545	0.025	0	0	1	1	1	3
C1orf160	-0.037	0	0.037	0.981	0.71	0.701	0.019	0	0	1	1	1	3
C1orf183	-0.004	0	0.004	0.985	0.349	0.84	0.002	0	0	1	1	1	3
C1orf190	-0.002	0	0.002	0.986	0.248	0.883	0.001	0	0	1	1	1	3
C1orf50	-0.029	-0.001	0.027	0.934	0.675	0.879	0.014	0	0	1	1	1	4
C1orf53	-0.004	0	0.004	0.975	1.165	0.761	0.002	0	0	1	1	1	4
C1orf55	-0.041	-0.001	0.04	0.977	0.854	0.652	0.021	0	0	1	1	1	3
C1orf56	-0.003	0	0.003	0.963	3.586	0.31	0.001	0	16.351	1.195	1	1	4
C1orf64	-0.138	-0.006	0.126	0.928	2.758	0.252	0.067	0.004	27.49	1.379	1	1	3
C1orf86	-0.061	-0.006	0.049	0.828	0.083	0.96	0.028	0	0	1	1	1	3
C20orf111	-0.048	-0.003	0.041	0.878	1.113	0.573	0.023	0	0	1	1	1	3
C20orf155	-0.053	-0.001	0.052	0.985	0.666	0.717	0.027	0	0	1	1	1	3
C20orf23	-0.004	0	0.004	0.949	0.798	0.671	0.002	0	0	1	1	1	3
C20orf24	-0.055	-0.008	0.04	0.75	0.092	0.955	0.024	0	0	1	1	1	3
C20orf28	-0.004	0	0.004	0.991	0.062	0.969	0.002	0	0	1	1	1	3
C20orf4	-0.022	0.002	0.025	0.895	1.427	0.49	0.012	0	0	1	1	1	3
C20orf46	-0.058	0.008	0.074	0.812	2.279	0.32	0.034	0	12.228	1.139	1	1	3
C20orf52	-0.023	0.005	0.032	0.736	0.629	0.73	0.014	0	0	1	1	1	3
C20orf67	-0.002	0	0.002	0.989	0.083	0.96	0.001	0	0	1	1	1	3
C21orf51	-0.037	-0.003	0.031	0.851	0.102	0.951	0.017	0	0	1	1	1	3
C21orf59	-0.038	0.001	0.041	0.941	2.937	0.23	0.02	0	31.895	1.468	1	1	3
C21orf67	-0.004	0	0.004	0.99	0.263	0.877	0.002	0	0	1	1	1	3
C22orf13	-0.056	0.007	0.07	0.826	7.387	0.025	0.032	0.002	72.926	3.694	1	1	3
C22orf5	-0.027	0.004	0.035	0.782	1.368	0.505	0.016	0	0	1	1	1	3
C2orf3	-0.002	0	0.002	0.975	1.614	0.446	0.001	0	0	1	1	1	3
C2orf34	-0.05	0.005	0.061	0.85	0.749	0.688	0.028	0	0	1	1	1	3
C3orf1	-0.004	0	0.004	0.968	0.246	0.884	0.002	0	0	1	1	1	3
C3orf21	-0.049	-0.001	0.046	0.956	2.516	0.284	0.024	0	20.518	1.258	1	1	3
C3orf23	-0.03	0	0.029	0.986	0.864	0.649	0.015	0	0	1	1	1	3
C3orf29	-0.031	-0.001	0.028	0.938	0.473	0.789	0.015	0	0	1	1	1	3
C3orf31	-0.052	-0.006	0.04	0.787	1.786	0.409	0.023	0	0	1	1	1	3
C3orf34	-0.023	-0.003	0.017	0.757	0.157	0.924	0.01	0	0	1	1	1	3
C3orf59	-0.062	0.004	0.069	0.917	4.416	0.11	0.034	0.002	54.709	2.208	1	1	3
C3orf62	-0.002	0	0.002	0.994	0.514	0.916	0.001	0	0	1	1	1	4
C4orf8	-0.051	0	0.05	0.993	3.172	0.205	0.026	0.001	36.955	1.586	1	1	3
C4orf9	-0.049	-0.003	0.043	0.895	1.412	0.494	0.023	0	0	1	1	1	3
C5orf28	-0.043	-0.001	0.042	0.979	1.8	0.407	0.021	0	0	1	1	1	3
C5orf5	-0.04	-0.002	0.035	0.91	2.025	0.363	0.019	0	1.213	1.012	1	1	3
C6orf106	-0.049	-0.002	0.045	0.94	2.21	0.331	0.024	0	9.504	1.105	1	1	3
C6orf111	-0.042	0.002	0.046	0.939	3.42	0.181	0.022	0.001	41.513	1.71	1	1	3
C6orf139	-0.002	0	0.002	0.955	1.36	0.507	0.001	0	0	1	1	1	3
C6orf151	-0.002	0	0.002	0.98	0.983	0.612	0.001	0	0	1	1	1	3
C6orf162	-0.036	-0.001	0.035	0.967	0.205	0.903	0.018	0	0	1	1	1	3
C6orf166	-0.057	0.003	0.063	0.914	0.22	0.896	0.031	0	0	1	1	1	3
C6orf173	-0.004	0	0.004	0.965	0.785	0.675	0.002	0	0	1	1	1	3
C6orf204	-0.005	0	0.006	0.869	7.285	0.026	0.003	0	72.548	3.643	1	1	3
C6orf32	-0.004	0	0.004	0.941	1.006	0.605	0.002	0	0	1	1	1	3
C6orf35	-0.004	0	0.004	0.924	0.654	0.721	0.002	0	0	1	1	1	3
C6orf49	-0.036	0.001	0.037	0.963	0.191	0.909	0.019	0	0	1	1	1	3
C6orf55	-0.056	-0.005	0.047	0.86	2.486	0.289	0.026	0	19.541	1.243	1	1	3
C6orf72	-0.002	0	0.003	0.972	2.242	0.326	0.001	0	10.784	1.121	1	1	3
C6orf96	-0.004	0	0.004	0.916	1.907	0.385	0.002	0	0	1	1	1	3
C7orf11	-0.002	0	0.002	0.993	0.083	0.959	0.001	0	0	1	1	1	3
C7orf16	-0.002	0	0.002	0.994	1.138	0.566	0.001	0	0	1	1	1	3
C7orf24	-0.06	0.005	0.071	0.879	0.732	0.694	0.033	0	0	1	1	1	3
C8orf35	-0.036	-0.004	0.028	0.819	2.434	0.296	0.016	0	17.835	1.217	1	1	3
C8orf4	-0.004	0	0.004	0.977	0.368	0.832	0.002	0	0	1	1	1	3
C8orf40	-0.033	0.005	0.044	0.787	1.932	0.381	0.02	0	0	1	1	1	3
C8orf41	-0.032	0.004	0.04	0.826	2.91	0.233	0.018	0	31.273	1.455	1	1	3
C8orf44	-0.003	0	0.003	0.956	2.624	0.269	0.001	0	23.787	1.312	1	1	3
C8orf70	-0.04	-0.002	0.036	0.913	0.663	0.718	0.019	0	0	1	1	1	3
C9orf116	-0.004	0	0.004	0.948	1.246	0.536	0.002	0	0	1	1	1	3
C9orf140	-0.004	0	0.004	0.961	0.937	0.626	0.002	0	0	1	1	1	3
C9orf150	-0.002	0	0.002	0.989	0.29	0.865	0.001	0	0	1	1	1	3
C9orf156	-0.041	-0.002	0.037	0.903	0.597	0.742	0.02	0	0	1	1	1	3
C9orf16	-0.069	-0.008	0.053	0.791	0.094	0.954	0.031	0	0	1	1	1	3
C9orf23	-0.034	-0.003	0.028	0.861	0.404	0.817	0.016	0	0	1	1	1	3
C9orf3	-0.002	0	0.002	0.973	1.112	0.574	0.001	0	0	1	1	1	3
C9orf4	-0.102	-0.012	0.077	0.786	0.472	0.79	0.046	0	0	1	1	1	3
C9orf40	-0.041	-0.006	0.03	0.75	0.83	0.842	0.018	0	0	1	1	1	4
C9orf7	-0.049	0.006	0.06	0.838	0.167	0.92	0.028	0	0	1	1	1	3
C9orf72	-0.002	0	0.002	0.956	2.144	0.543	0.001	0	0	1	1	1	4
C9orf77	-0.047	-0.003	0.041	0.885	0.391	0.822	0.022	0	0	1	1	1	3
C9orf80	-0.023	0.002	0.026	0.889	2.171	0.338	0.012	0	7.886	1.086	1	1	3
C9orf89	-0.042	-0.005	0.032	0.79	0.665	0.717	0.019	0	0	1	1	1	3
CA10	-0.048	-0.004	0.04	0.868	2.324	0.313	0.022	0	13.953	1.162	1	1	3
CA12	-0.003	0	0.003	0.966	3.067	0.216	0.002	0	34.785	1.533	1	1	3
CA13	-0.004	0	0.004	0.957	0.603	0.896	0.002	0	0	1	1	1	4
CA2	-0.078	0.015	0.108	0.757	0.756	0.86	0.047	0	0	1	1	1	4
CA4	-0.067	-0.002	0.063	0.954	2.276	0.517	0.033	0	0	1	1	1	4
CA5B	-0.004	0	0.004	0.957	2.731	0.435	0.002	0	0	1	1	1	4
CA9	-0.002	0	0.002	0.991	0.858	0.836	0.001	0	0	1	1	1	4
CABIN1	-0.053	-0.001	0.05	0.96	0.251	0.882	0.026	0	0	1	1	1	3
CABLES1	-0.063	-0.007	0.049	0.808	0.533	0.766	0.029	0	0	1	1	1	3
CABYR	-0.004	0	0.004	0.942	1.735	0.42	0.002	0	0	1	1	1	3
CACNA1F	-0.002	0	0.002	0.989	0.134	0.935	0.001	0	0	1	1	1	3
CACNA1H	-0.004	0	0.004	0.988	1.474	0.688	0.002	0	0	1	1	1	4
CACNA1I	-0.055	0.009	0.074	0.779	1.596	0.45	0.033	0	0	1	1	1	3
CALB1	-0.004	0	0.004	0.969	5.596	0.133	0.002	0	46.393	1.865	1	1	4
CALD1	-0.072	0.013	0.098	0.769	2.25	0.522	0.043	0	0	1	1	1	4
CAMSAP1L1	-0.048	-0.004	0.04	0.864	0.101	0.951	0.022	0	0	1	1	1	3
CAND1	-0.04	0.009	0.058	0.728	6.673	0.083	0.025	0.001	55.041	2.224	1	1	4
CAPN10	-0.002	0	0.002	0.985	0.74	0.864	0.001	0	0	1	1	1	4
CAPN13	-0.004	0	0.004	0.963	0.581	0.748	0.002	0	0	1	1	1	3
CARD8	-0.002	0	0.002	0.995	0.088	0.957	0.001	0	0	1	1	1	3
CARKL	-0.072	0.003	0.078	0.937	1.273	0.529	0.038	0	0	1	1	1	3
CASQ1	-0.004	0	0.004	0.988	0.25	0.969	0.002	0	0	1	1	1	4
CASQ2	-0.002	0	0.002	0.988	1.7	0.427	0.001	0	0	1	1	1	3
CAST1	-0.057	-0.003	0.052	0.925	1.141	0.565	0.028	0	0	1	1	1	3
CATSPER2	-0.002	0	0.002	0.999	0.245	0.97	0.001	0	0	1	1	1	4
CAV1	-0.11	0.017	0.145	0.789	10.089	0.018	0.065	0.011	70.263	3.363	1	1	4
CBARA1	-0.033	-0.003	0.027	0.851	1.363	0.506	0.015	0	0	1	1	1	3
CBFA2T2	-0.027	0.001	0.028	0.952	1.145	0.766	0.014	0	0	1	1	1	4
CBLN3	-0.002	0	0.002	0.987	0.87	0.833	0.001	0	0	1	1	1	4
CBX1	-0.035	0.007	0.049	0.753	1.478	0.687	0.021	0	0	1	1	1	4
CBX4	-0.04	0.008	0.056	0.741	1.659	0.646	0.024	0	0	1	1	1	4
CBX6	-0.033	-0.004	0.025	0.807	2.122	0.547	0.015	0	0	1	1	1	4
CCDC12	-0.017	0.003	0.024	0.762	3.155	0.368	0.01	0	4.899	1.052	1	1	4
CCDC127	-0.037	-0.001	0.036	0.971	1.736	0.629	0.019	0	0	1	1	1	4
CCDC28A	-0.04	0	0.039	0.989	0.699	0.873	0.02	0	0	1	1	1	4
CCDC28B	-0.042	0.006	0.054	0.816	1.036	0.793	0.025	0	0	1	1	1	4
CCDC3	-0.004	0	0.004	0.984	0.175	0.916	0.002	0	0	1	1	1	3
CCDC32	-0.028	0.002	0.033	0.885	0.18	0.914	0.016	0	0	1	1	1	3
CCDC41	-0.036	-0.005	0.026	0.751	0.033	0.984	0.016	0	0	1	1	1	3
CCDC45	-0.045	-0.003	0.039	0.875	0.834	0.659	0.021	0	0	1	1	1	3
CCDC46	-0.002	0	0.002	0.975	0.732	0.694	0.001	0	0	1	1	1	3
CCDC55	-0.049	0.009	0.066	0.768	5.075	0.079	0.029	0.002	60.587	2.537	1	1	3
CCDC59	-0.031	-0.002	0.027	0.879	0.114	0.945	0.015	0	0	1	1	1	3
CCDC85A	-0.02	-0.003	0.015	0.77	2.086	0.352	0.009	0	4.126	1.043	1	1	3
CCK	-0.004	0	0.004	0.928	2.948	0.4	0.002	0	0	1	1	1	4
CCNA1	-0.004	0	0.004	0.957	2.363	0.501	0.002	0	0	1	1	1	4
CCND1	-0.059	0.01	0.079	0.777	0.587	0.899	0.035	0	0	1	1	1	4
CCNT1	-0.002	0	0.002	0.996	0.294	0.961	0.001	0	0	1	1	1	4
CCR6	-0.027	-0.001	0.026	0.971	0.144	0.986	0.014	0	0	1	1	1	4
CCRN4L	-0.004	0	0.004	0.949	1.006	0.605	0.002	0	0	1	1	1	3
CD24	-0.091	0.013	0.116	0.813	0.052	0.975	0.053	0	0	1	1	1	3
CD2AP	-0.002	0	0.002	0.965	1.023	0.796	0.001	0	0	1	1	1	4
CD55	-0.07	0.01	0.09	0.804	8.43	0.038	0.041	0.004	64.412	2.81	1	1	4
CD8A	-0.03	0.005	0.039	0.789	0.822	0.844	0.017	0	0	1	1	1	4
CD9	-0.092	-0.001	0.09	0.977	0.507	0.917	0.046	0	0	1	1	1	4
CDAN1	-0.025	0.003	0.032	0.812	1.363	0.714	0.014	0	0	1	1	1	4
CDC26	-0.031	-0.004	0.022	0.745	1.249	0.741	0.014	0	0	1	1	1	4
CDC34	-0.027	0.004	0.035	0.785	0.646	0.886	0.016	0	0	1	1	1	4
CDH10	-0.032	0.005	0.042	0.785	2.056	0.561	0.019	0	0	1	1	1	4
CDH13	-0.004	0	0.004	0.921	2.99	0.393	0.002	0	0	1	1	1	4
CDH15	-0.002	0	0.002	0.995	0.523	0.914	0.001	0	0	1	1	1	4
CDH23	-0.002	0	0.002	0.983	2.188	0.335	0.001	0	8.587	1.094	1	1	3
CDH4	-0.004	0	0.004	0.978	0.98	0.806	0.002	0	0	1	1	1	4
CDH7	-0.002	0	0.002	0.989	0.184	0.912	0.001	0	0	1	1	1	3
CDH8	-0.004	0	0.004	0.962	1.035	0.793	0.002	0	0	1	1	1	4
CDK7	-0.027	-0.002	0.023	0.872	0.502	0.778	0.013	0	0	1	1	1	3
CDK9	-0.037	0.005	0.048	0.803	3.433	0.33	0.022	0	12.611	1.144	1	1	4
CDKL3	-0.036	0.007	0.05	0.737	1.46	0.482	0.022	0	0	1	1	1	3
CDKN1A	-0.255	0.048	0.35	0.758	15.507	0.001	0.154	0.076	80.654	5.169	1	1	4
CDKN1C	-0.004	0	0.004	0.991	2.106	0.551	0.002	0	0	1	1	1	4
CDKN2D	-0.059	-0.006	0.047	0.819	1.743	0.418	0.027	0	0	1	1	1	3
CEECAM1	-0.159	-0.014	0.131	0.845	0.042	0.979	0.074	0	0	1	1	1	3
CEL	-0.002	0	0.002	0.987	0.871	0.832	0.001	0	0	1	1	1	4
CELSR3	-0.058	0.003	0.065	0.915	2.565	0.464	0.031	0	0	1	1	1	4
CENTB5	-0.002	0	0.002	0.965	2.019	0.364	0.001	0	0.938	1.009	1	1	3
CENTG3	-0.034	-0.002	0.029	0.88	2.581	0.275	0.016	0	22.501	1.29	1	1	3
CEP135	-0.002	0	0.002	0.983	0.665	0.881	0.001	0	0	1	1	1	4
CEP27	-0.047	0.009	0.064	0.764	1.396	0.498	0.028	0	0	1	1	1	3
CEP57	-0.002	0	0.002	0.999	0.027	0.999	0.001	0	0	1	1	1	4
CETN2	-0.029	-0.002	0.024	0.871	0.47	0.791	0.013	0	0	1	1	1	3
CGI-09	-0.003	0	0.002	0.94	2.168	0.338	0.001	0	7.732	1.084	1	1	3
CGNL1	-0.081	-0.008	0.065	0.831	0.805	0.848	0.037	0	0	1	1	1	4
CHAD	-0.002	0	0.002	0.996	0.415	0.937	0.001	0	0	1	1	1	4
CHAF1B	-0.045	-0.007	0.032	0.729	2.342	0.505	0.02	0	0	1	1	1	4
CHD3	-0.028	0.002	0.032	0.894	0.68	0.878	0.015	0	0	1	1	1	4
CHD5	-0.071	-0.005	0.061	0.883	4.21	0.24	0.034	0.001	28.743	1.403	1	1	4
CHD6	-0.048	-0.007	0.034	0.735	0.034	0.983	0.021	0	0	1	1	1	3
CHD9	-0.068	-0.003	0.061	0.917	1.048	0.79	0.033	0	0	1	1	1	4
CHFR	-0.051	0	0.051	0.998	4.586	0.205	0.026	0.001	34.581	1.529	1	1	4
ChGn	-0.004	0	0.004	0.967	1.029	0.598	0.002	0	0	1	1	1	3
CHMP2A	-0.031	0.005	0.04	0.798	0.455	0.929	0.018	0	0	1	1	1	4
CHODL	-0.079	-0.01	0.058	0.764	7.706	0.021	0.035	0.003	74.045	3.853	1	1	3
CHP	-0.04	0.001	0.041	0.977	0.2	0.905	0.021	0	0	1	1	1	3
CHRNA3	-0.002	0	0.002	0.997	0.179	0.914	0.001	0	0	1	1	1	3
CHST1	-0.004	0	0.004	0.988	0.3	0.96	0.002	0	0	1	1	1	4
CHST10	-0.045	-0.001	0.043	0.961	0.186	0.911	0.023	0	0	1	1	1	3
CHST12	-0.04	0.007	0.055	0.757	3.32	0.345	0.024	0	9.644	1.107	1	1	4
CHST2	-0.044	0.008	0.061	0.751	1.669	0.434	0.027	0	0	1	1	1	3
CHST8	-0.002	0	0.002	0.989	0.889	0.828	0.001	0	0	1	1	1	4
CHTF18	-0.003	0	0.003	0.97	2.447	0.294	0.001	0	18.283	1.224	1	1	3
CIAO1	-0.019	0	0.018	0.965	0.403	0.94	0.009	0	0	1	1	1	4
CIB2	-0.029	0.003	0.036	0.851	1.393	0.707	0.017	0	0	1	1	1	4
CIDEB	-0.002	0	0.002	1	0.339	0.953	0.001	0	0	1	1	1	4
CKAP2	-0.035	0.007	0.05	0.734	1.866	0.393	0.022	0	0	1	1	1	3
CKMT2	-0.004	0	0.004	0.974	0.271	0.873	0.002	0	0	1	1	1	3
CKS1B	-0.029	0.005	0.039	0.774	0.823	0.844	0.017	0	0	1	1	1	4
CKS2	-0.07	0.011	0.092	0.784	1.768	0.622	0.041	0	0	1	1	1	4
CLASP2	-0.064	0.012	0.088	0.756	1.898	0.594	0.039	0	0	1	1	1	4
CLCA4	-0.004	0	0.004	0.984	0.41	0.815	0.002	0	0	1	1	1	3
CLCN6	-0.024	0.004	0.031	0.802	1.011	0.799	0.014	0	0	1	1	1	4
CLCNKA	-0.006	0	0.005	0.95	6.749	0.034	0.003	0	70.368	3.375	1	1	3
CLDN10	-0.111	-0.01	0.09	0.843	1.452	0.693	0.051	0	0	1	1	1	4
CLDN3	-0.002	0	0.002	0.982	0.634	0.728	0.001	0	0	1	1	1	3
CLDN9	-0.002	0	0.002	0.992	0.167	0.92	0.001	0	0	1	1	1	3
CLGN	-0.002	0	0.002	0.98	1.461	0.691	0.001	0	0	1	1	1	4
CLIC2	-0.004	0	0.004	0.954	0.928	0.819	0.002	0	0	1	1	1	4
CLK1	-0.074	0.003	0.079	0.947	4.119	0.249	0.039	0.002	27.158	1.373	1	1	4
CLN3	-0.004	0	0.004	0.923	5.019	0.17	0.002	0	40.225	1.673	1	1	4
CLPP	-0.044	-0.003	0.038	0.896	0.24	0.971	0.021	0	0	1	1	1	4
CLSTN2	-0.004	0	0.004	0.93	1.163	0.762	0.002	0	0	1	1	1	4
CLSTN3	-0.002	0	0.002	0.99	0.322	0.956	0.001	0	0	1	1	1	4
CLU	-0.002	0	0.002	0.993	0.291	0.865	0.001	0	0	1	1	1	3
CMKOR1	-0.206	0.003	0.211	0.979	12.414	0.002	0.107	0.028	83.889	6.207	1	1	3
CMTM8	-0.004	0	0.004	0.99	0.13	0.937	0.002	0	0	1	1	1	3
CNBP	-0.035	-0.004	0.027	0.792	1.545	0.672	0.016	0	0	1	1	1	4
CNNM4	-0.005	0	0.004	0.889	5.104	0.078	0.002	0	60.812	2.552	1	1	3
CNOT2	-0.039	0	0.04	0.993	6.666	0.036	0.02	0.001	69.998	3.333	1	1	3
CNOT4	-0.041	0.004	0.049	0.858	0.156	0.984	0.023	0	0	1	1	1	4
CNOT7	-0.047	-0.001	0.045	0.962	1.241	0.743	0.024	0	0	1	1	1	4
CNOT8	-0.035	-0.003	0.029	0.868	2.345	0.504	0.016	0	0	1	1	1	4
CNTN1	-0.103	-0.011	0.08	0.807	0.938	0.816	0.047	0	0	1	1	1	4
CNTN6	-0.002	0	0.002	0.991	1.173	0.759	0.001	0	0	1	1	1	4
CNTNAP2	-0.086	-0.008	0.07	0.835	9.197	0.01	0.04	0.004	78.254	4.599	1	1	3
CNTNAP5	-0.004	0	0.004	0.964	1.495	0.683	0.002	0	0	1	1	1	4
COG3	-0.041	-0.006	0.029	0.746	0.632	0.889	0.018	0	0	1	1	1	4
COG6	-0.03	0.002	0.034	0.892	4.033	0.258	0.016	0	25.62	1.344	1	1	4
COL11A1	-0.004	0	0.004	0.933	2.776	0.428	0.002	0	0	1	1	1	4
COL13A1	-0.002	0	0.002	0.99	0.423	0.809	0.001	0	0	1	1	1	3
COL18A1	-0.002	0	0.002	0.999	0.013	0.994	0.001	0	0	1	1	1	3
COL22A1	-0.005	0.001	0.007	0.817	8.516	0.036	0.003	0	64.774	2.839	1	1	4
COL23A1	-0.002	0	0.002	0.998	0.011	1	0.001	0	0	1	1	1	4
COL24A1	-0.004	0	0.004	0.96	1.754	0.416	0.002	0	0	1	1	1	3
COL27A1	-0.002	0	0.002	0.994	0.49	0.921	0.001	0	0	1	1	1	4
COL5A1	-0.002	0	0.002	0.995	0.048	0.976	0.001	0	0	1	1	1	3
COL5A2	-0.004	0	0.004	0.992	0.151	0.985	0.002	0	0	1	1	1	4
COL5A3	-0.004	0	0.004	0.964	1.733	0.63	0.002	0	0	1	1	1	4
COL6A1	-0.111	-0.014	0.082	0.774	5.215	0.157	0.049	0.004	42.472	1.738	1	1	4
COL7A1	-0.121	0.005	0.131	0.938	3.707	0.157	0.064	0.006	46.053	1.854	1	1	3
COL8A1	-0.002	0	0.002	0.985	1.404	0.704	0.001	0	0	1	1	1	4
COL8A2	-0.002	0	0.002	0.986	0.946	0.814	0.001	0	0	1	1	1	4
COL9A1	-0.044	0.008	0.059	0.764	2.199	0.532	0.026	0	0	1	1	1	4
COL9A2	-0.112	-0.008	0.097	0.882	1.413	0.702	0.053	0	0	1	1	1	4
COLEC11	-0.065	-0.003	0.06	0.936	0.285	0.867	0.032	0	0	1	1	1	3
COPA	-0.026	-0.003	0.02	0.813	0.793	0.673	0.012	0	0	1	1	1	3
COPB2	-0.027	0	0.027	1	0.112	0.946	0.014	0	0	1	1	1	3
COPS8	-0.066	-0.007	0.051	0.813	1.119	0.773	0.03	0	0	1	1	1	4
COQ2	-0.067	-0.005	0.057	0.871	0.433	0.933	0.032	0	0	1	1	1	4
COQ9	-0.034	0.006	0.046	0.764	5.097	0.165	0.02	0.001	41.146	1.699	1	1	4
CORO1B	-0.036	0.006	0.047	0.79	0.985	0.805	0.021	0	0	1	1	1	4
CORO2B	-0.052	-0.006	0.041	0.815	1.399	0.497	0.024	0	0	1	1	1	3
COVA1	-0.054	-0.007	0.041	0.783	0.719	0.698	0.024	0	0	1	1	1	3
COX15	-0.056	-0.007	0.042	0.786	0.067	0.967	0.025	0	0	1	1	1	3
COX4NB	-0.002	0	0.002	0.983	0.296	0.862	0.001	0	0	1	1	1	3
CPE	-0.027	-0.004	0.019	0.739	1.917	0.383	0.012	0	0	1	1	1	3
CPEB2	-0.029	0.006	0.041	0.734	0.533	0.766	0.018	0	0	1	1	1	3
CPNE4	-0.004	0	0.004	0.955	1.014	0.798	0.002	0	0	1	1	1	4
CPNE5	-0.004	0	0.004	0.963	2.493	0.477	0.002	0	0	1	1	1	4
CPSF1	-0.047	0.008	0.062	0.781	3.337	0.343	0.028	0	10.104	1.112	1	1	4
CPSF3L	-0.029	-0.003	0.023	0.821	1.143	0.565	0.013	0	0	1	1	1	3
CPSF4	-0.028	0.004	0.037	0.79	1.2	0.549	0.017	0	0	1	1	1	3
CPT1B	-0.002	0	0.002	0.988	0.519	0.915	0.001	0	0	1	1	1	4
CPT2	-0.103	-0.013	0.078	0.785	10.159	0.017	0.046	0.006	70.47	3.386	1	1	4
CPXM2	-0.002	0	0.002	1	0.001	1	0.001	0	0	1	1	1	3
CRAT	-0.004	0	0.004	0.988	1.394	0.707	0.002	0	0	1	1	1	4
CRBN	-0.017	-0.001	0.015	0.935	0.394	0.941	0.008	0	0	1	1	1	4
CREG2	-0.004	0	0.004	0.963	2.176	0.537	0.002	0	0	1	1	1	4
CRHR1	-0.06	-0.004	0.052	0.9	5.949	0.114	0.029	0.001	49.571	1.983	1	1	4
CRIPAK	-0.004	0	0.003	0.965	3.202	0.202	0.002	0	37.538	1.601	1	1	3
CRK	-0.037	0.001	0.04	0.941	0.349	0.951	0.02	0	0	1	1	1	4
CRKL	-0.031	-0.004	0.023	0.758	1.629	0.443	0.014	0	0	1	1	1	3
CRKRS	-0.002	0	0.002	0.97	1.286	0.526	0.001	0	0	1	1	1	3
CRLF3	-0.047	-0.005	0.037	0.827	0.172	0.918	0.021	0	0	1	1	1	3
CRNKL1	-0.002	0	0.002	0.999	0.111	0.991	0.001	0	0	1	1	1	4
CRR9	-0.04	-0.002	0.035	0.906	4.592	0.101	0.019	0.001	56.447	2.296	1	1	3
CRTAM	-0.002	0	0.002	0.998	0.612	0.894	0.001	0	0	1	1	1	4
CRTAP	-0.032	0.006	0.044	0.742	0.286	0.963	0.019	0	0	1	1	1	4
CRTC1	-0.002	0	0.002	0.98	1.297	0.73	0.001	0	0	1	1	1	4
CSEN	-0.093	0.013	0.118	0.813	8.006	0.018	0.054	0.006	75.02	4.003	1	1	3
CSNK1A1	-0.056	0.01	0.077	0.768	0.226	0.893	0.034	0	0	1	1	1	3
CSNK1G1	-0.032	0.001	0.033	0.966	0.608	0.895	0.017	0	0	1	1	1	4
CSNK2A1	-0.056	-0.007	0.041	0.77	1.268	0.737	0.025	0	0	1	1	1	4
CSNK2B	-0.036	-0.005	0.026	0.769	4.195	0.123	0.016	0	52.321	2.097	1	1	3
CSS3	-0.004	0	0.004	0.983	0.467	0.792	0.002	0	0	1	1	1	3
CST3	-0.032	-0.002	0.028	0.89	0.993	0.609	0.015	0	0	1	1	1	3
CTAGE5	-0.002	0	0.002	0.991	1.024	0.599	0.001	0	0	1	1	1	3
CTGLF3	-0.041	-0.001	0.039	0.966	1.368	0.505	0.02	0	0	1	1	1	3
