lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
RAB7L1	-0.004	0	0.004	0.963	0.6	0.741	0.002	0	0	1	1	1	3
RAB8A	-0.02	-0.001	0.018	0.925	1.197	0.55	0.01	0	0	1	1	1	3
RAB9B	-0.033	0.009	0.05	0.69	0.688	0.876	0.021	0	0	1	1	1	4
RABEP1	-0.027	0.005	0.038	0.748	0.871	0.832	0.016	0	0	1	1	1	4
RABGGTB	-0.038	-0.005	0.028	0.764	0.165	0.921	0.017	0	0	1	1	1	3
RABL2B	-0.037	-0.008	0.021	0.57	0.117	0.99	0.015	0	0	1	1	1	4
RABL4	-0.047	0.005	0.057	0.859	0.658	0.72	0.027	0	0	1	1	1	3
RABL5	-0.006	0	0.006	0.918	2.014	0.365	0.003	0	0.69	1.007	1	1	3
RACGAP1	-0.033	-0.002	0.029	0.903	1.717	0.633	0.016	0	0	1	1	1	4
RAD21	-0.058	-0.005	0.048	0.849	2.131	0.546	0.027	0	0	1	1	1	4
RAD23A	-0.023	-0.003	0.018	0.785	1.475	0.688	0.01	0	0	1	1	1	4
RAD51L3	-0.004	0	0.004	0.969	0.223	0.894	0.002	0	0	1	1	1	3
RAD52B	-0.002	0	0.002	0.997	0.029	0.985	0.001	0	0	1	1	1	3
RAD9A	-0.002	0	0.002	0.998	0.042	0.998	0.001	0	0	1	1	1	4
RAE1	-0.029	0.005	0.039	0.764	1.308	0.727	0.017	0	0	1	1	1	4
RAFTLIN	-0.039	0.018	0.075	0.535	2.134	0.344	0.029	0	6.298	1.067	1	1	3
RAGE	-0.058	-0.005	0.048	0.852	0.001	0.999	0.027	0	0	1	1	1	3
RAI16	-0.022	0.011	0.043	0.526	0.211	0.9	0.017	0	0	1	1	1	3
RANBP2	-0.002	0	0.002	0.977	0.575	0.75	0.001	0	0	1	1	1	3
RANBP3	-0.021	-0.002	0.017	0.819	1.636	0.441	0.01	0	0	1	1	1	3
RANBP3L	-0.004	0	0.004	0.987	0.507	0.917	0.002	0	0	1	1	1	4
RANBP5	-0.052	0.007	0.067	0.809	1.518	0.468	0.03	0	0	1	1	1	3
RANGAP1	-0.021	0.006	0.033	0.68	0.375	0.945	0.014	0	0	1	1	1	4
RAP1GDS1	-0.044	0.017	0.078	0.58	2.786	0.426	0.031	0	0	1	1	1	4
RAP2A	-0.047	-0.01	0.026	0.582	4.956	0.084	0.019	0.001	59.641	2.478	1	1	3
RAP2C	-0.02	0.002	0.024	0.862	0.255	0.88	0.011	0	0	1	1	1	3
RAPGEF3	-0.004	0	0.004	0.952	1.725	0.422	0.002	0	0	1	1	1	3
RAPGEF6	-0.045	0.021	0.087	0.528	0.464	0.793	0.034	0	0	1	1	1	3
RAPGEFL1	-0.035	0.006	0.046	0.781	1.349	0.718	0.021	0	0	1	1	1	4
RARA	-0.074	-0.014	0.045	0.642	0.154	0.926	0.03	0	0	1	1	1	3
RARB	-0.004	0	0.004	0.941	1.639	0.651	0.002	0	0	1	1	1	4
RASA1	-0.05	-0.01	0.031	0.643	0.647	0.724	0.021	0	0	1	1	1	3
RASAL1	-0.004	0	0.004	0.973	0.621	0.892	0.002	0	0	1	1	1	4
RASD1	-0.115	-0.026	0.062	0.561	1.861	0.602	0.045	0	0	1	1	1	4
RASD2	-0.064	-0.009	0.047	0.756	1.207	0.751	0.028	0	0	1	1	1	4
RASGEF1C	-0.053	-0.006	0.04	0.788	0.042	0.998	0.024	0	0	1	1	1	4
RASGRF1	-0.002	0	0.002	0.984	0.288	0.866	0.001	0	0	1	1	1	3
RASL12	-0.003	0	0.003	0.979	4.18	0.243	0.002	0	28.231	1.393	1	1	4
RASSF1	-0.026	-0.002	0.021	0.845	0.106	0.991	0.012	0	0	1	1	1	4
RASSF4	-0.045	-0.007	0.032	0.728	0.386	0.825	0.02	0	0	1	1	1	3
RAVER1	-0.032	0.015	0.062	0.53	3.124	0.373	0.024	0	3.959	1.041	1	1	4
RB1CC1	-0.018	0.007	0.032	0.571	0.162	0.922	0.013	0	0	1	1	1	3
RBAF600	-0.037	-0.003	0.031	0.881	3.067	0.216	0.017	0	34.783	1.533	1	1	3
RBCK1	-0.05	0.016	0.082	0.634	4.06	0.255	0.034	0.001	26.109	1.353	1	1	4
RBED1	-0.038	-0.006	0.027	0.731	0.589	0.745	0.017	0	0	1	1	1	3
RBKS	-0.029	0.003	0.035	0.875	2.091	0.352	0.016	0	4.343	1.045	1	1	3
RBL2	-0.029	0.004	0.036	0.829	1.341	0.72	0.017	0	0	1	1	1	4
RBM13	-0.043	-0.008	0.026	0.646	1.793	0.408	0.018	0	0	1	1	1	3
RBM15	-0.06	0.003	0.067	0.915	0.818	0.845	0.032	0	0	1	1	1	4
RBM21	-0.024	0.002	0.029	0.86	2.11	0.348	0.014	0	5.234	1.055	1	1	3
RBM23	-0.03	-0.005	0.019	0.679	0.674	0.879	0.013	0	0	1	1	1	4
RBM25	-0.024	0.006	0.036	0.683	0.341	0.952	0.015	0	0	1	1	1	4
RBM3	-0.047	0.011	0.069	0.713	0.892	0.64	0.03	0	0	1	1	1	3
RBM39	-0.053	0.014	0.081	0.676	3.303	0.347	0.034	0	9.183	1.101	1	1	4
RBM4	-0.057	-0.007	0.043	0.791	0.162	0.984	0.026	0	0	1	1	1	4
RBM4B	-0.053	-0.001	0.05	0.965	1.318	0.725	0.026	0	0	1	1	1	4
RBM5	-0.024	0.002	0.029	0.869	0.986	0.805	0.014	0	0	1	1	1	4
RBM7	-0.002	0	0.002	0.972	1.488	0.475	0.001	0	0	1	1	1	3
RBMX	-0.037	-0.001	0.036	0.973	0.198	0.906	0.019	0	0	1	1	1	3
RBMX2	-0.018	0.004	0.026	0.746	1.374	0.712	0.011	0	0	1	1	1	4
RBP1	-0.069	0.004	0.077	0.912	0.98	0.806	0.037	0	0	1	1	1	4
RBP4	-0.004	0	0.004	0.976	0.421	0.936	0.002	0	0	1	1	1	4
RBP7	-0.004	0	0.004	0.984	0.413	0.938	0.002	0	0	1	1	1	4
RBPMS2	-0.046	-0.007	0.032	0.717	0.891	0.828	0.02	0	0	1	1	1	4
RC3H1	-0.002	0	0.002	0.988	1.547	0.671	0.001	0	0	1	1	1	4
RCC2	-0.041	-0.008	0.024	0.61	3.039	0.386	0.016	0	1.271	1.013	1	1	4
RCCD1	-0.06	-0.015	0.031	0.528	0.227	0.973	0.023	0	0	1	1	1	4
RCE1	-0.042	0.002	0.046	0.921	1.363	0.714	0.022	0	0	1	1	1	4
RCHY1	-0.002	0	0.002	0.995	0.061	0.97	0.001	0	0	1	1	1	3
RCOR3	-0.043	-0.009	0.026	0.621	0.731	0.866	0.017	0	0	1	1	1	4
RCP9	-0.043	0.001	0.045	0.961	1.235	0.539	0.022	0	0	1	1	1	3
RCSD1	-0.034	-0.003	0.027	0.833	0.462	0.794	0.015	0	0	1	1	1	3
RDH10	-0.004	0	0.004	0.967	1.076	0.584	0.002	0	0	1	1	1	3
RDH13	-0.063	-0.011	0.042	0.694	0.39	0.823	0.027	0	0	1	1	1	3
RDH14	-0.02	0.001	0.021	0.957	3.659	0.301	0.01	0	18	1.22	1	1	4
RDS	-0.004	0	0.004	0.964	1.917	0.383	0.002	0	0	1	1	1	3
RECQL	-0.03	0.012	0.053	0.579	6.731	0.081	0.021	0.001	55.427	2.244	1	1	4
REEP5	-0.027	-0.005	0.017	0.679	0.26	0.967	0.011	0	0	1	1	1	4
RELN	-0.04	0.002	0.045	0.918	0.373	0.83	0.022	0	0	1	1	1	3
RENBP	-0.065	0.006	0.078	0.858	0.751	0.861	0.036	0	0	1	1	1	4
REPIN1	-0.06	-0.002	0.056	0.95	4.677	0.096	0.03	0.001	57.234	2.338	1	1	3
REPS1	-0.002	0	0.002	0.997	0.016	0.999	0.001	0	0	1	1	1	4
REPS2	-0.036	-0.003	0.031	0.873	1.079	0.782	0.017	0	0	1	1	1	4
RERE	-0.038	0.006	0.05	0.795	1.287	0.732	0.022	0	0	1	1	1	4
RERG	-0.055	0.025	0.106	0.537	1.991	0.574	0.041	0	0	1	1	1	4
REV1	-0.023	0.001	0.025	0.927	1.803	0.406	0.012	0	0	1	1	1	3
REV1L	-0.031	-0.006	0.02	0.674	0.925	0.63	0.013	0	0	1	1	1	3
REV3L	-0.002	0	0.002	0.967	1.769	0.622	0.001	0	0	1	1	1	4
REXO1	-0.044	0.002	0.048	0.946	0.402	0.818	0.023	0	0	1	1	1	3
REXO2	-0.037	-0.007	0.024	0.671	0.478	0.924	0.015	0	0	1	1	1	4
RFC1	-0.024	0.007	0.038	0.651	0.273	0.965	0.016	0	0	1	1	1	4
RFC3	-0.003	0	0.003	0.935	3.463	0.326	0.001	0	13.367	1.154	1	1	4
RFESD	-0.002	0	0.002	0.994	0.07	0.966	0.001	0	0	1	1	1	3
RFK	-0.004	0	0.004	0.929	1.942	0.585	0.002	0	0	1	1	1	4
RFXDC2	-0.072	-0.008	0.055	0.798	0.182	0.913	0.032	0	0	1	1	1	3
RG9MTD2	-0.002	0	0.002	0.972	0.37	0.831	0.001	0	0	1	1	1	3
RGC32	-0.059	0.015	0.089	0.693	0.214	0.899	0.038	0	0	1	1	1	3
RGL2	-0.002	0	0.002	0.998	0.008	0.996	0.001	0	0	1	1	1	3
RGMB	-0.067	0.015	0.097	0.715	0.106	0.949	0.042	0	0	1	1	1	3
RGN	-0.024	0.003	0.03	0.829	1.467	0.69	0.014	0	0	1	1	1	4
RGS16	-0.002	0	0.002	0.984	1.854	0.603	0.001	0	0	1	1	1	4
RGS6	-0.004	0	0.004	0.937	1.423	0.491	0.002	0	0	1	1	1	3
RHBDD2	-0.021	0.004	0.029	0.764	0.738	0.691	0.013	0	0	1	1	1	3
RHBDF2	-0.025	0.007	0.038	0.667	3.138	0.371	0.016	0	4.396	1.046	1	1	4
RHBDL2	-0.002	0	0.002	0.973	2.04	0.564	0.001	0	0	1	1	1	4
RHOB	-0.03	0.011	0.051	0.607	1.297	0.523	0.021	0	0	1	1	1	3
RHOBTB2	-0.004	0	0.004	0.997	1.436	0.697	0.002	0	0	1	1	1	4
RHOJ	-0.048	0.008	0.064	0.784	1.192	0.755	0.029	0	0	1	1	1	4
RHPN1	-0.004	0	0.004	0.984	0.264	0.876	0.002	0	0	1	1	1	3
RHPN2	-0.05	0.018	0.085	0.61	0.99	0.804	0.034	0	0	1	1	1	4
RIBC1	-0.042	0.012	0.067	0.664	2.149	0.542	0.028	0	0	1	1	1	4
RIC8B	-0.089	0.001	0.091	0.985	14.154	0.003	0.046	0.006	78.805	4.718	1	1	4
RIF1	-0.035	-0.003	0.029	0.853	0.082	0.994	0.016	0	0	1	1	1	4
RILP	-0.004	0	0.004	0.927	1.136	0.768	0.002	0	0	1	1	1	4
RIMBP2	-0.004	0	0.004	0.961	1.41	0.703	0.002	0	0	1	1	1	4
RIMS1	-0.002	0	0.002	0.998	0.019	0.99	0.001	0	0	1	1	1	3
RIMS2	-0.049	-0.009	0.031	0.657	0.941	0.815	0.021	0	0	1	1	1	4
RIMS3	-0.051	-0.005	0.041	0.831	1.352	0.717	0.023	0	0	1	1	1	4
RIN1	-0.002	0	0.002	0.982	0.685	0.877	0.001	0	0	1	1	1	4
RIN2	-0.055	0.003	0.062	0.907	0.345	0.951	0.03	0	0	1	1	1	4
RIOK3	-0.028	0.002	0.031	0.917	0.18	0.914	0.015	0	0	1	1	1	3
RIPK1	-0.002	0	0.002	0.999	0.215	0.975	0.001	0	0	1	1	1	4
RIPK2	-0.05	-0.004	0.041	0.858	0.164	0.983	0.023	0	0	1	1	1	4
RIS1	-0.066	0.003	0.072	0.933	1.206	0.547	0.035	0	0	1	1	1	3
RIT2	-0.063	-0.005	0.053	0.871	0.603	0.74	0.03	0	0	1	1	1	3
RKHD2	-0.031	0.002	0.035	0.916	0.406	0.816	0.017	0	0	1	1	1	3
RMI1	-0.049	-0.007	0.035	0.748	1.688	0.639	0.021	0	0	1	1	1	4
RN7SL1	-0.028	0	0.027	0.976	0.038	0.981	0.014	0	0	1	1	1	3
RNASE1	-0.089	0.014	0.117	0.786	0.063	0.969	0.052	0	0	1	1	1	3
RND1	-0.004	0	0.004	0.936	2.08	0.556	0.002	0	0	1	1	1	4
RNF113A	-0.055	0.005	0.066	0.867	0.153	0.985	0.031	0	0	1	1	1	4
RNF121	-0.021	-0.002	0.018	0.882	0.587	0.899	0.01	0	0	1	1	1	4
RNF122	-0.044	0.002	0.049	0.921	2.635	0.268	0.024	0	24.085	1.317	1	1	3
RNF123	-0.039	-0.009	0.021	0.557	2.359	0.501	0.015	0	0	1	1	1	4
RNF13	-0.042	0.014	0.069	0.628	1.553	0.67	0.028	0	0	1	1	1	4
RNF135	-0.003	0	0.003	0.944	2.342	0.31	0.001	0	14.608	1.171	1	1	3
RNF138	-0.046	0.005	0.056	0.843	0.131	0.937	0.026	0	0	1	1	1	3
RNF144	-0.037	0.015	0.068	0.572	0.437	0.804	0.027	0	0	1	1	1	3
RNF150	-0.063	0.008	0.079	0.818	0.559	0.906	0.036	0	0	1	1	1	4
RNF157	-0.033	0.001	0.035	0.935	3.125	0.373	0.017	0	4.009	1.042	1	1	4
RNF165	-0.065	-0.004	0.057	0.898	0.448	0.799	0.031	0	0	1	1	1	3
RNF167	-0.023	0.006	0.035	0.699	0.991	0.803	0.015	0	0	1	1	1	4
RNF19	-0.04	-0.002	0.036	0.927	0.066	0.968	0.019	0	0	1	1	1	3
RNF24	-0.05	-0.001	0.048	0.962	0.211	0.976	0.025	0	0	1	1	1	4
RNF26	-0.038	-0.009	0.02	0.542	0.262	0.967	0.015	0	0	1	1	1	4
RNF31	-0.037	-0.001	0.035	0.954	0.215	0.975	0.018	0	0	1	1	1	4
RNF34	-0.027	-0.005	0.017	0.667	0.599	0.897	0.011	0	0	1	1	1	4
RNF36	-0.004	0	0.004	1	0.065	0.968	0.002	0	0	1	1	1	3
RNF38	-0.04	0.003	0.046	0.906	2.885	0.41	0.022	0	0	1	1	1	4
RNF40	-0.032	-0.004	0.024	0.786	2.085	0.555	0.014	0	0	1	1	1	4
RNF43	-0.002	0	0.002	0.969	1.068	0.785	0.001	0	0	1	1	1	4
RNF5	-0.04	-0.003	0.034	0.882	0.507	0.776	0.019	0	0	1	1	1	3
RNF5P1	-0.062	-0.011	0.041	0.679	0.376	0.828	0.026	0	0	1	1	1	3
RNGTT	-0.037	-0.004	0.028	0.788	0.295	0.863	0.017	0	0	1	1	1	3
RNUT1	-0.048	0.003	0.054	0.906	2.986	0.225	0.026	0.001	33.023	1.493	1	1	3
RNUXA	-0.048	0.012	0.072	0.688	0.112	0.946	0.031	0	0	1	1	1	3
ROBO2	-0.004	0	0.004	0.985	1.709	0.635	0.002	0	0	1	1	1	4
ROCK2	-0.024	0.003	0.03	0.853	0.669	0.88	0.014	0	0	1	1	1	4
ROR1	-0.002	0	0.002	0.987	1.552	0.67	0.001	0	0	1	1	1	4
RORA	-0.002	0	0.002	0.997	1.116	0.773	0.001	0	0	1	1	1	4
RORB	-0.004	0	0.004	0.99	0.428	0.934	0.002	0	0	1	1	1	4
RP1-32F7.2	-0.038	-0.003	0.031	0.864	0.717	0.699	0.018	0	0	1	1	1	3
RP11-529I10.4	-0.075	-0.017	0.041	0.567	0.028	0.986	0.03	0	0	1	1	1	3
RP13-11B7.1	-0.044	0.014	0.072	0.64	0.633	0.729	0.03	0	0	1	1	1	3
RP9	-0.024	0.003	0.03	0.835	0.597	0.742	0.014	0	0	1	1	1	3
RPA1	-0.052	-0.01	0.031	0.619	0.075	0.963	0.021	0	0	1	1	1	3
RPA2	-0.028	0.007	0.042	0.698	0.878	0.831	0.018	0	0	1	1	1	4
RPAP1	-0.004	0	0.004	0.906	2.929	0.403	0.002	0	0	1	1	1	4
RPE	-0.03	0.01	0.049	0.638	0.28	0.869	0.02	0	0	1	1	1	3
RPGR	-0.056	-0.013	0.031	0.574	0.251	0.969	0.022	0	0	1	1	1	4
RPH3A	-0.004	0	0.004	0.94	2.71	0.438	0.002	0	0	1	1	1	4
RPIB9	-0.032	0.012	0.056	0.593	0.319	0.853	0.022	0	0	1	1	1	3
RPIP8	-0.032	-0.002	0.028	0.885	0.4	0.819	0.015	0	0	1	1	1	3
RPL10A	-0.025	-0.004	0.017	0.68	1.765	0.623	0.011	0	0	1	1	1	4
RPL13	-0.036	0.002	0.039	0.93	1.057	0.787	0.019	0	0	1	1	1	4
RPL17	-0.05	0.001	0.053	0.96	0.052	0.974	0.026	0	0	1	1	1	3
RPL24	-0.025	0	0.024	0.972	0.136	0.934	0.012	0	0	1	1	1	3
RPL27	-0.017	0.006	0.03	0.596	0.049	0.976	0.012	0	0	1	1	1	3
RPL28	-0.032	0.003	0.038	0.861	0.436	0.804	0.018	0	0	1	1	1	3
RPL3	-0.013	0.001	0.016	0.856	0.957	0.812	0.007	0	0	1	1	1	4
RPL34	-0.064	-0.01	0.044	0.708	0.601	0.896	0.028	0	0	1	1	1	4
RPL35A	-0.024	0.005	0.034	0.745	0.512	0.774	0.015	0	0	1	1	1	3
RPL36AL	-0.032	0.002	0.035	0.916	1.146	0.766	0.017	0	0	1	1	1	4
RPL37A	-0.021	0.002	0.025	0.872	0.952	0.621	0.012	0	0	1	1	1	3
RPL38	-0.012	0	0.011	0.936	3.118	0.374	0.006	0	3.78	1.039	1	1	4
RPL39L	-0.076	-0.003	0.071	0.941	3.015	0.389	0.038	0	0.505	1.005	1	1	4
RPL41	-0.052	-0.013	0.027	0.528	1.414	0.702	0.02	0	0	1	1	1	4
RPL6	-0.115	-0.021	0.073	0.665	3.748	0.29	0.048	0.002	19.961	1.249	1	1	4
RPL7	-0.048	-0.002	0.045	0.945	1.999	0.573	0.024	0	0	1	1	1	4
RPL7L1	-0.017	0.002	0.021	0.831	0.768	0.857	0.01	0	0	1	1	1	4
RPL8	-0.012	0.002	0.015	0.82	0.833	0.841	0.007	0	0	1	1	1	4
RPLP0	-0.053	0.002	0.057	0.95	0.807	0.848	0.028	0	0	1	1	1	4
RPLP2	-0.01	0	0.01	0.987	0.437	0.932	0.005	0	0	1	1	1	4
RPN1	-0.026	0.003	0.032	0.848	1.739	0.628	0.015	0	0	1	1	1	4
RPP21	-0.022	0.001	0.025	0.904	2.564	0.277	0.012	0	22	1.282	1	1	3
RPP25	-0.004	0	0.004	0.956	1.187	0.756	0.002	0	0	1	1	1	4
RPRC1	-0.017	0.006	0.029	0.607	2.824	0.244	0.012	0	29.185	1.412	1	1	3
RPRM	-0.05	0.015	0.079	0.652	1.911	0.591	0.033	0	0	1	1	1	4
RPS10	-0.015	0.006	0.026	0.592	0.791	0.852	0.01	0	0	1	1	1	4
RPS11	-0.015	0.006	0.027	0.565	1.085	0.781	0.011	0	0	1	1	1	4
RPS12	-0.018	0.006	0.029	0.644	0.342	0.952	0.012	0	0	1	1	1	4
RPS15A	-0.033	0.005	0.043	0.81	4.199	0.241	0.019	0	28.559	1.4	1	1	4
RPS19BP1	-0.045	-0.001	0.043	0.949	0.337	0.845	0.022	0	0	1	1	1	3
RPS20	-0.033	0.002	0.038	0.902	0.321	0.956	0.018	0	0	1	1	1	4
RPS21	-0.063	-0.013	0.037	0.607	0.593	0.898	0.026	0	0	1	1	1	4
RPS25	-0.022	-0.004	0.015	0.709	0.797	0.85	0.009	0	0	1	1	1	4
RPS26L	-0.095	-0.02	0.055	0.602	0.123	0.94	0.038	0	0	1	1	1	3
RPS27A	-0.021	0	0.021	0.999	0.05	0.997	0.011	0	0	1	1	1	4
RPS28	-0.025	0.002	0.029	0.873	1.734	0.629	0.014	0	0	1	1	1	4
RPS29	-0.012	0.005	0.022	0.578	0.797	0.671	0.009	0	0	1	1	1	3
RPS3A	-0.017	0.007	0.032	0.554	1.529	0.676	0.012	0	0	1	1	1	4
RPS4Y2	-0.025	0.01	0.045	0.562	1.207	0.547	0.018	0	0	1	1	1	3
RPS5	-0.02	0.004	0.029	0.717	0.557	0.906	0.012	0	0	1	1	1	4
RPS6KA5	-0.033	0.011	0.055	0.63	0.382	0.826	0.022	0	0	1	1	1	3
RPS6KB1	-0.035	0.006	0.046	0.781	0.834	0.841	0.021	0	0	1	1	1	4
RPS6KC1	-0.039	-0.002	0.035	0.919	2.099	0.552	0.019	0	0	1	1	1	4
RPS9	-0.038	0.008	0.053	0.734	0.176	0.981	0.023	0	0	1	1	1	4
RPSA	-0.019	0	0.019	0.996	0.361	0.948	0.01	0	0	1	1	1	4
RPUSD2	-0.029	0.003	0.035	0.848	0.539	0.764	0.016	0	0	1	1	1	3
RPUSD4	-0.044	-0.01	0.025	0.581	0.08	0.994	0.018	0	0	1	1	1	4
RRAGB	-0.041	0.007	0.054	0.789	4.627	0.201	0.024	0.001	35.16	1.542	1	1	4
RRAS	-0.079	-0.011	0.058	0.758	4.106	0.25	0.035	0.001	26.941	1.369	1	1	4
RRM1	-0.029	0.004	0.037	0.813	0.391	0.942	0.017	0	0	1	1	1	4
RSBN1	-0.051	-0.001	0.049	0.967	0.552	0.759	0.026	0	0	1	1	1	3
RSHL2	-0.004	0	0.004	0.963	0.917	0.632	0.002	0	0	1	1	1	3
RSL1D1	-0.042	-0.003	0.037	0.9	3.526	0.317	0.02	0	14.915	1.175	1	1	4
RSPO2	-0.017	0.008	0.033	0.548	3.515	0.319	0.013	0	14.653	1.172	1	1	4
RSPO3	-0.051	-0.002	0.046	0.924	0.797	0.85	0.025	0	0	1	1	1	4
RSRC2	-0.023	0.007	0.038	0.634	5.374	0.146	0.016	0	44.177	1.791	1	1	4
RSU1	-0.049	-0.001	0.046	0.957	0.103	0.95	0.024	0	0	1	1	1	3
RTN3	-0.047	-0.006	0.035	0.773	4.099	0.251	0.021	0	26.81	1.366	1	1	4
RTN4RL1	-0.004	0	0.004	0.997	0.763	0.858	0.002	0	0	1	1	1	4
RUFY1	-0.038	-0.008	0.022	0.587	1.013	0.603	0.015	0	0	1	1	1	3
RUNX1T1	-0.034	-0.007	0.02	0.605	0.628	0.89	0.014	0	0	1	1	1	4
RUTBC3	-0.028	0.01	0.048	0.606	0.449	0.799	0.019	0	0	1	1	1	3
RUVBL1	-0.002	0	0.002	0.989	0.094	0.954	0.001	0	0	1	1	1	3
RYR1	-0.082	0.012	0.107	0.795	4.881	0.181	0.048	0.003	38.537	1.627	1	1	4
RYR2	-0.077	-0.008	0.062	0.831	0.541	0.91	0.035	0	0	1	1	1	4
S100A1	-0.057	0.027	0.111	0.526	0.9	0.825	0.043	0	0	1	1	1	4
S100A7L2	-0.004	0	0.004	0.962	0.225	0.894	0.002	0	0	1	1	1	3
S100A8	-0.004	0	0.004	0.983	2.168	0.538	0.002	0	0	1	1	1	4
S100PBP	-0.024	0.008	0.041	0.614	1.865	0.394	0.016	0	0	1	1	1	3
SACM1L	-0.04	-0.005	0.03	0.77	0.571	0.903	0.018	0	0	1	1	1	4
SAE1	-0.02	-0.003	0.015	0.78	1.459	0.692	0.009	0	0	1	1	1	4
SAFB	-0.028	0.005	0.039	0.758	4.855	0.183	0.017	0	38.205	1.618	1	1	4
SAFB2	-0.033	0.008	0.05	0.693	1.567	0.667	0.021	0	0	1	1	1	4
SAMD10	-0.002	0	0.002	0.972	1.347	0.718	0.001	0	0	1	1	1	4
SAMD14	-0.06	-0.008	0.045	0.778	1.211	0.546	0.027	0	0	1	1	1	3
SAMM50	-0.037	0.006	0.048	0.799	4.549	0.103	0.022	0.001	56.032	2.274	1	1	3
SAP30	-0.054	-0.011	0.033	0.631	1.934	0.586	0.022	0	0	1	1	1	4
SARS2	-0.041	-0.003	0.036	0.887	0.082	0.994	0.02	0	0	1	1	1	4
SART2	-0.036	0.004	0.044	0.843	0.686	0.71	0.02	0	0	1	1	1	3
SASH1	-0.069	0.006	0.08	0.881	0.06	0.971	0.038	0	0	1	1	1	3
SAT2	-0.022	0.002	0.027	0.851	3.501	0.321	0.012	0	14.321	1.167	1	1	4
SATB1	-0.004	0	0.004	0.948	1.046	0.593	0.002	0	0	1	1	1	3
SATB2	-0.004	0	0.004	0.98	0.344	0.842	0.002	0	0	1	1	1	3
SAV1	-0.002	0	0.002	0.998	0.333	0.954	0.001	0	0	1	1	1	4
SBDS	-0.056	-0.008	0.04	0.745	1.174	0.759	0.024	0	0	1	1	1	4
SBF2	-0.026	0.011	0.047	0.568	2.896	0.235	0.019	0	30.946	1.448	1	1	3
SBP1	-0.044	0.003	0.05	0.895	3.66	0.16	0.024	0.001	45.361	1.83	1	1	3
SCAND1	-0.071	-0.009	0.054	0.782	1.431	0.698	0.032	0	0	1	1	1	4
SCARB1	-0.053	-0.011	0.031	0.6	0.7	0.873	0.022	0	0	1	1	1	4
SCD	-0.052	0.004	0.061	0.879	2.753	0.431	0.029	0	0	1	1	1	4
SCDR10	-0.048	0.001	0.05	0.965	0.706	0.702	0.025	0	0	1	1	1	3
SCFD1	-0.025	0.002	0.028	0.908	0.652	0.884	0.013	0	0	1	1	1	4
SCGN	-0.002	0	0.002	0.99	1.643	0.44	0.001	0	0	1	1	1	3
SCHIP1	-0.047	-0.005	0.037	0.811	1.596	0.66	0.021	0	0	1	1	1	4
SCLY	-0.002	0	0.002	0.96	0.965	0.81	0.001	0	0	1	1	1	4
SCN1A	-0.078	0.033	0.144	0.564	0.307	0.959	0.057	0	0	1	1	1	4
SCN2A2	-0.002	0	0.002	0.997	0.057	0.972	0.001	0	0	1	1	1	3
SCNM1	-0.034	0.001	0.036	0.969	1.338	0.72	0.018	0	0	1	1	1	4
SCNN1G	-0.002	0	0.002	0.994	0.637	0.888	0.001	0	0	1	1	1	4
SCP2	-0.002	0	0.002	0.993	0.165	0.983	0.001	0	0	1	1	1	4
SCPEP1	-0.062	-0.013	0.036	0.598	2.205	0.531	0.025	0	0	1	1	1	4
SCRG1	-0.057	0.004	0.064	0.906	0.361	0.948	0.031	0	0	1	1	1	4
SCRN3	-0.004	0	0.004	0.958	1.909	0.592	0.002	0	0	1	1	1	4
SCUBE2	-0.004	0	0.004	0.946	3.682	0.159	0.002	0	45.688	1.841	1	1	3
SCYL1BP1	-0.002	0	0.002	0.997	0.014	0.993	0.001	0	0	1	1	1	3
SCYL3	-0.021	0.006	0.034	0.644	1.075	0.584	0.014	0	0	1	1	1	3
SDAD1	-0.014	0.005	0.024	0.621	0.186	0.911	0.01	0	0	1	1	1	3
SDC2	-0.031	0.012	0.056	0.574	0.136	0.934	0.022	0	0	1	1	1	3
SDC4	-0.115	-0.013	0.09	0.81	0.414	0.937	0.052	0	0	1	1	1	4
SDCBP2	-0.043	-0.006	0.031	0.755	0.866	0.834	0.019	0	0	1	1	1	4
SDCCAG10	-0.025	0.006	0.036	0.704	1.158	0.56	0.016	0	0	1	1	1	3
SDCCAG3	-0.028	-0.006	0.016	0.611	1.312	0.519	0.011	0	0	1	1	1	3
SDCCAG8	-0.002	0	0.002	0.996	0.086	0.958	0.001	0	0	1	1	1	3
SDF4	-0.051	-0.011	0.029	0.581	1.896	0.594	0.02	0	0	1	1	1	4
SDHAP3	-0.002	0	0.002	0.991	0.621	0.733	0.001	0	0	1	1	1	3
SDK2	-0.004	0	0.004	0.985	0.209	0.976	0.002	0	0	1	1	1	4
SDPR	-0.108	-0.02	0.068	0.654	3.429	0.18	0.045	0.003	41.666	1.714	1	1	3
SEC11L3	-0.031	0.013	0.057	0.562	0.541	0.763	0.022	0	0	1	1	1	3
SEC14L1	-0.052	-0.007	0.038	0.765	1.295	0.73	0.023	0	0	1	1	1	4
SEC14L2	-0.004	0	0.004	0.993	0.183	0.98	0.002	0	0	1	1	1	4
SEC22C	-0.031	-0.001	0.029	0.94	0.06	0.996	0.015	0	0	1	1	1	4
SEC22L1	-0.017	0.008	0.033	0.528	1.465	0.481	0.013	0	0	1	1	1	3
