lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
YME1L1	-0.035	0.085	0.206	0.166	1.034	0.984	0.061	0	0	1	0.998	1	7
YOD1	-0.075	0.046	0.167	0.459	3.816	0.702	0.062	0	0	1	0.998	1	7
YPEL3	-0.271	-0.072	0.126	0.473	16.161	0.013	0.101	0.034	62.873	2.693	0.998	1	7
YPEL4	-0.104	0.028	0.159	0.681	8.025	0.236	0.067	0.007	25.231	1.337	0.998	1	7
YPEL5	-0.15	-0.017	0.116	0.799	7.757	0.256	0.068	0.007	22.652	1.293	0.998	1	7
YRDC	-0.255	-0.087	0.082	0.314	12.891	0.045	0.086	0.024	53.455	2.148	0.998	1	7
YSK4	-0.546	-0.048	0.451	0.851	5.939	0.015	0.254	0.109	83.163	5.939	0.998	1	2
YTHDC1	-0.061	0.078	0.216	0.27	7.605	0.268	0.071	0.007	21.108	1.268	0.998	1	7
YTHDC2	-0.076	0.165	0.406	0.18	19.572	0.003	0.123	0.064	69.344	3.262	0.998	1	7
YTHDF1	-0.087	0.079	0.246	0.351	3.57	0.467	0.085	0	0	1	0.998	1	5
YTHDF2	-0.082	0.136	0.355	0.221	8.106	0.088	0.111	0.03	50.654	2.027	0.998	1	5
YTHDF3	-0.143	0.053	0.248	0.599	4.342	0.362	0.1	0.004	7.884	1.086	0.998	1	5
YWHAE	-0.265	0.041	0.347	0.794	12.393	0.015	0.156	0.079	67.723	3.098	0.998	1	5
YWHAH	-0.155	0.078	0.311	0.51	7.356	0.118	0.119	0.03	45.625	1.839	0.998	1	5
YWHAQ	-0.142	0.109	0.361	0.394	6.205	0.184	0.128	0.029	35.533	1.551	0.998	1	5
YY1	-0.004	0.102	0.208	0.058	2.916	0.819	0.054	0	0	1	0.998	1	7
YY1AP1	-0.127	0.033	0.194	0.686	2.762	0.598	0.082	0	0	1	0.998	1	5
YY2	-0.218	-0.1	0.019	0.099	3.514	0.621	0.06	0	0	1	0.998	1	6
ZACN	-0.188	-0.038	0.113	0.623	7.07	0.216	0.077	0.01	29.276	1.414	0.998	1	6
ZADH2	0.005	0.26	0.515	0.046	3.5	0.321	0.13	0.01	14.282	1.167	0.998	1	4
ZAK	-0.383	-0.09	0.203	0.549	4.851	0.088	0.15	0.039	58.775	2.426	0.998	1	3
ZAN	-0.034	0.032	0.099	0.34	4.101	0.393	0.034	0	2.458	1.025	0.998	1	5
ZAP70	-0.304	-0.077	0.15	0.508	9.069	0.17	0.116	0.029	33.839	1.511	0.998	1	7
ZAR1	-0.011	0.021	0.053	0.204	4.395	0.494	0.016	0	0	1	0.998	1	6
ZAR1L	-0.331	-0.155	0.021	0.084	0.199	0.905	0.09	0	0	1	0.998	1	3
ZBBX	-0.053	0.039	0.13	0.407	2.259	0.323	0.047	0.002	11.461	1.129	0.998	1	3
ZBED1	-0.295	0.194	0.684	0.437	19.095	0	0.25	0.202	84.289	6.365	0.998	1	4
ZBED2	-0.057	0.058	0.174	0.32	2.346	0.504	0.059	0	0	1	0.998	1	4
ZBED3	-0.173	-0.038	0.097	0.582	4.159	0.385	0.069	0.001	3.823	1.04	0.998	1	5
ZBED3-AS1	-0.549	0.1	0.748	0.764	1.222	0.269	0.331	0.12	18.173	1.222	0.998	1	2
ZBED4	-0.099	0.078	0.255	0.386	4.217	0.377	0.09	0.002	5.153	1.054	0.998	1	5
ZBED5	-0.172	0.05	0.273	0.658	2.489	0.647	0.114	0	0	1	0.998	1	5
ZBED5-AS1	-0.229	0.045	0.319	0.746	0.026	0.872	0.14	0	0	1	0.998	1	2
ZBED6	-0.35	0.17	0.691	0.522	7.193	0.027	0.266	0.133	72.196	3.597	0.998	1	3
ZBED8	-0.069	0.019	0.108	0.668	0.029	0.864	0.045	0	0	1	0.998	1	2
ZBP1	-0.146	0.028	0.203	0.752	7.873	0.248	0.089	0.013	23.788	1.312	0.998	1	7
ZBTB1	-0.065	0.049	0.163	0.395	2.365	0.883	0.058	0	0	1	0.998	1	7
ZBTB10	-0.061	0.037	0.136	0.456	5.639	0.465	0.05	0	0	1	0.998	1	7
ZBTB11	-0.077	0.06	0.197	0.392	6.717	0.348	0.07	0.004	10.675	1.12	0.998	1	7
ZBTB11-AS1	-0.043	0.023	0.088	0.498	0.016	0.901	0.033	0	0	1	0.998	1	2
ZBTB12	-0.182	-0.043	0.096	0.547	12.256	0.057	0.071	0.014	51.043	2.043	0.998	1	7
ZBTB14	-0.158	-0.029	0.099	0.653	2.563	0.633	0.065	0	0	1	0.998	1	5
ZBTB16	-0.192	0.106	0.403	0.486	20.122	0.003	0.152	0.085	70.182	3.354	0.998	1	7
ZBTB17	-0.054	0.068	0.19	0.277	7.12	0.31	0.062	0.004	15.727	1.187	0.998	1	7
ZBTB18	-0.186	0.032	0.25	0.772	1.281	0.865	0.111	0	0	1	0.998	1	5
ZBTB2	-0.128	0.043	0.214	0.622	11	0.088	0.087	0.02	45.455	1.833	0.998	1	7
ZBTB20	-0.153	0.089	0.331	0.472	20.327	0.002	0.124	0.062	70.483	3.388	0.998	1	7
ZBTB20-AS1	-0.043	0.1	0.242	0.17	0.192	0.661	0.073	0	0	1	0.998	1	2
ZBTB21	-0.139	0.011	0.16	0.887	1.054	0.901	0.076	0	0	1	0.998	1	5
ZBTB22	-0.105	0.012	0.128	0.844	4.539	0.604	0.059	0	0	1	0.998	1	7
ZBTB24	-0.023	0.067	0.157	0.144	2.144	0.906	0.046	0	0	1	0.998	1	7
ZBTB25	-0.061	0.034	0.128	0.488	5.496	0.482	0.048	0	0	1	0.998	1	7
ZBTB26	-0.069	0.075	0.22	0.307	1.711	0.944	0.074	0	0	1	0.998	1	7
ZBTB3	-0.32	-0.038	0.245	0.794	7.258	0.123	0.144	0.043	44.887	1.814	0.998	1	5
ZBTB32	-0.156	-0.022	0.112	0.748	7.014	0.22	0.068	0.007	28.709	1.403	0.998	1	6
ZBTB34	-0.055	0.056	0.167	0.322	2.258	0.812	0.056	0	0	1	0.998	1	6
ZBTB37	-0.14	-0.041	0.059	0.424	5.248	0.512	0.051	0	0	1	0.998	1	7
ZBTB38	-0.115	0.029	0.173	0.694	8.566	0.2	0.073	0.011	29.954	1.428	0.998	1	7
ZBTB39	-0.037	0.074	0.184	0.192	4.39	0.624	0.056	0	0	1	0.998	1	7
ZBTB4	-0.085	0.037	0.159	0.55	6.934	0.327	0.062	0.004	13.475	1.156	0.998	1	7
ZBTB40	-0.219	0.064	0.348	0.656	26.118	0	0.145	0.099	77.027	4.353	0.998	1	7
ZBTB41	-0.098	0.041	0.18	0.565	5.281	0.508	0.071	0	0	1	0.998	1	7
ZBTB42	-0.169	-0.032	0.105	0.643	6.823	0.338	0.07	0.004	12.06	1.137	0.998	1	7
ZBTB43	-0.131	0.016	0.163	0.833	9.606	0.142	0.075	0.013	37.538	1.601	0.998	1	7
ZBTB44	-0.053	0.047	0.148	0.356	3.11	0.795	0.051	0	0	1	0.998	1	7
ZBTB45	-0.061	0.019	0.098	0.645	3.3	0.77	0.041	0	0	1	0.998	1	7
ZBTB46	-0.033	0.026	0.085	0.383	2.968	0.813	0.03	0	0	1	0.998	1	7
ZBTB47	-0.279	-0.102	0.074	0.256	12.611	0.05	0.09	0.023	52.421	2.102	0.998	1	7
ZBTB48	-0.082	0.041	0.165	0.512	6.408	0.379	0.063	0.002	6.362	1.068	0.998	1	7
ZBTB49	-0.146	0.012	0.17	0.884	6.597	0.252	0.081	0.009	24.206	1.319	0.998	1	6
ZBTB5	-0.099	0.014	0.128	0.804	5.733	0.454	0.058	0	0	1	0.998	1	7
ZBTB6	-0.077	0.13	0.338	0.218	17.354	0.008	0.106	0.04	65.427	2.892	0.998	1	7
ZBTB7A	-0.169	-0.077	0.016	0.103	0.498	0.998	0.047	0	0	1	0.998	1	7
ZBTB7B	-0.3	-0.149	0.002	0.053	3.063	0.801	0.077	0	0	1	0.998	1	7
ZBTB7C	-0.218	-0.091	0.037	0.164	8.672	0.07	0.065	0.01	53.877	2.168	0.998	1	5
ZBTB8A	-0.114	-0.01	0.094	0.849	7.226	0.204	0.053	0.005	30.803	1.445	0.998	1	6
ZBTB8B	-0.121	0.016	0.154	0.814	7.218	0.065	0.07	0.011	58.435	2.406	0.998	1	4
ZBTB8OS	-0.102	0.058	0.218	0.48	5.258	0.511	0.082	0	0	1	0.998	1	7
ZBTB9	-0.011	0.098	0.206	0.078	0.944	0.967	0.055	0	0	1	0.998	1	6
ZC2HC1A	-0.17	0.053	0.276	0.64	0.285	0.867	0.114	0	0	1	0.998	1	3
ZC2HC1C	-0.009	0.042	0.094	0.109	0.145	0.704	0.026	0	0	1	0.998	1	2
ZC3H10	-0.175	-0.074	0.028	0.155	2.633	0.853	0.052	0	0	1	0.998	1	7
ZC3H12A	-0.164	-0.042	0.081	0.507	2.629	0.757	0.062	0	0	1	0.998	1	6
ZC3H12B	-0.137	-0.055	0.026	0.185	2.761	0.838	0.042	0	0	1	0.998	1	7
ZC3H12C	-0.118	-0.027	0.065	0.568	3.935	0.686	0.047	0	0	1	0.998	1	7
ZC3H12D	-0.241	-0.036	0.169	0.732	14.405	0.025	0.105	0.038	58.347	2.401	0.998	1	7
ZC3H13	-0.161	-0.026	0.109	0.706	6.87	0.333	0.069	0.004	12.666	1.145	0.998	1	7
ZC3H14	-0.105	0.021	0.147	0.743	3.876	0.693	0.064	0	0	1	0.998	1	7
ZC3H15	-0.214	-0.066	0.083	0.385	4.489	0.611	0.076	0	0	1	0.998	1	7
ZC3H18	-0.073	0.089	0.252	0.282	8.026	0.236	0.083	0.011	25.246	1.338	0.998	1	7
ZC3H3	-0.013	0.169	0.351	0.069	15.211	0.019	0.093	0.028	60.555	2.535	0.998	1	7
ZC3H4	-0.13	0.02	0.169	0.796	8.901	0.113	0.076	0.014	43.824	1.78	0.998	1	6
ZC3H6	-0.104	0.032	0.168	0.646	4.134	0.659	0.069	0	0	1	0.998	1	7
ZC3H7A	-0.127	-0.035	0.057	0.453	5.686	0.459	0.047	0	0	1	0.998	1	7
ZC3H7B	-0.127	0.103	0.333	0.38	13.911	0.031	0.117	0.046	56.869	2.319	0.998	1	7
ZC3H8	-0.123	-0.012	0.099	0.835	3.396	0.758	0.057	0	0	1	0.998	1	7
ZC3HAV1	-0.046	0.118	0.282	0.158	1.513	0.824	0.084	0	0	1	0.998	1	5
ZC3HAV1L	-0.26	-0.017	0.226	0.89	6.707	0.152	0.124	0.028	40.359	1.677	0.998	1	5
ZC3HC1	-0.279	-0.02	0.24	0.881	7.017	0.135	0.132	0.035	42.992	1.754	0.998	1	5
ZC4H2	-0.073	0.045	0.164	0.453	1.043	0.903	0.06	0	0	1	0.998	1	5
ZCCHC10	-0.039	0.227	0.494	0.095	0.964	0.915	0.136	0	0	1	0.998	1	5
ZCCHC12	0	0.03	0.059	0.047	0.776	0.678	0.015	0	0	1	0.998	1	3
ZCCHC13	-0.133	0.084	0.3	0.45	3.241	0.198	0.111	0.017	38.297	1.621	0.998	1	3
ZCCHC14	-0.149	0.075	0.299	0.513	7.62	0.107	0.114	0.027	47.507	1.905	0.998	1	5
ZCCHC16	-0.359	-0.05	0.258	0.75	0.607	0.436	0.157	0	0	1	0.998	1	2
ZCCHC17	-0.209	-0.023	0.163	0.809	3.318	0.506	0.095	0	0	1	0.998	1	5
ZCCHC18	-0.088	0.141	0.37	0.228	3.329	0.344	0.117	0.006	9.872	1.11	0.998	1	4
ZCCHC2	-0.194	0.133	0.46	0.425	7.612	0.107	0.167	0.065	47.45	1.903	0.998	1	5
ZCCHC24	-0.283	-0.043	0.197	0.724	6.352	0.174	0.123	0.025	37.024	1.588	0.998	1	5
ZCCHC4	-0.115	0.011	0.137	0.86	2.269	0.519	0.064	0	0	1	0.998	1	4
ZCCHC5	-0.036	0.034	0.103	0.341	1.146	0.564	0.035	0	0	1	0.998	1	3
ZCCHC6	-0.336	-0.096	0.144	0.433	1.128	0.569	0.122	0	0	1	0.998	1	3
ZCCHC7	-0.145	0.067	0.279	0.533	1.725	0.786	0.108	0	0	1	0.998	1	5
ZCCHC8	-0.135	0.092	0.319	0.428	6.061	0.195	0.116	0.022	34	1.515	0.998	1	5
ZCCHC9	-0.275	-0.021	0.233	0.869	5.537	0.236	0.13	0.023	27.764	1.384	0.998	1	5
ZCRB1	-0.237	-0.057	0.122	0.53	9.558	0.145	0.091	0.02	37.228	1.593	0.998	1	7
ZCWPW1	-0.175	0.059	0.293	0.621	8.724	0.068	0.12	0.031	54.149	2.181	0.998	1	5
ZCWPW2	-0.095	-0.036	0.023	0.235	0.765	0.858	0.03	0	0	1	0.998	1	4
ZDBF2	-0.441	-0.165	0.112	0.244	5.851	0.211	0.141	0.03	31.64	1.463	0.998	1	5
ZDHHC1	-0.255	-0.075	0.104	0.411	6.394	0.172	0.092	0.013	37.443	1.599	0.998	1	5
ZDHHC11	-0.032	0.061	0.155	0.199	2.442	0.655	0.048	0	0	1	0.998	1	5
ZDHHC11B	-0.3	0.024	0.347	0.886	1.065	0.302	0.165	0.012	6.102	1.065	0.998	1	2
ZDHHC12	-0.251	-0.048	0.155	0.644	2.084	0.72	0.103	0	0	1	0.998	1	5
ZDHHC13	-0.16	-0.01	0.139	0.892	3.834	0.429	0.076	0	0	1	0.998	1	5
ZDHHC14	-0.042	0.17	0.382	0.115	6.786	0.148	0.108	0.02	41.055	1.697	0.998	1	5
ZDHHC15	-0.126	-0.03	0.065	0.532	1.068	0.785	0.049	0	0	1	0.998	1	4
ZDHHC16	-0.037	0.101	0.24	0.152	3.132	0.536	0.071	0	0	1	0.998	1	5
ZDHHC17	-0.147	0.051	0.249	0.613	4.014	0.404	0.101	0	0.346	1.003	0.998	1	5
ZDHHC18	-0.168	-0.018	0.133	0.818	2.206	0.698	0.077	0	0	1	0.998	1	5
ZDHHC19	-0.34	-0.082	0.175	0.531	4.703	0.195	0.131	0.026	36.213	1.568	0.998	1	4
ZDHHC2	-0.19	0.068	0.325	0.606	5.777	0.216	0.131	0.026	30.764	1.444	0.998	1	5
ZDHHC20	-0.079	0.102	0.283	0.268	0.143	0.998	0.092	0	0	1	0.998	1	5
ZDHHC21	-0.103	0.037	0.177	0.604	1.111	0.893	0.071	0	0	1	0.998	1	5
ZDHHC22	-0.066	0.076	0.217	0.294	3.031	0.22	0.072	0.006	34.016	1.516	0.998	1	3
ZDHHC23	-0.107	0.145	0.396	0.259	1.431	0.839	0.128	0	0	1	0.998	1	5
ZDHHC24	-0.204	-0.046	0.113	0.57	5.027	0.285	0.081	0.008	20.435	1.257	0.998	1	5
ZDHHC3	-0.081	0.025	0.13	0.646	3.12	0.538	0.054	0	0	1	0.998	1	5
ZDHHC4	-0.079	0.067	0.214	0.366	0.61	0.962	0.075	0	0	1	0.998	1	5
ZDHHC5	-0.175	0.162	0.5	0.346	14.683	0.005	0.172	0.09	72.758	3.671	0.998	1	5
ZDHHC6	-0.149	0.034	0.217	0.718	1.593	0.81	0.093	0	0	1	0.998	1	5
ZDHHC7	-0.057	0.083	0.222	0.245	1.725	0.786	0.071	0	0	1	0.998	1	5
ZDHHC8	-0.206	-0.069	0.067	0.319	4.533	0.339	0.07	0.003	11.752	1.133	0.998	1	5
ZDHHC8P1	-0.086	0.011	0.107	0.829	0.01	0.92	0.049	0	0	1	0.998	1	2
ZDHHC9	-0.092	0.012	0.116	0.82	2.152	0.708	0.053	0	0	1	0.998	1	5
ZEB1	-0.284	-0.079	0.126	0.451	10.598	0.06	0.105	0.028	52.823	2.12	0.998	1	6
ZEB1-AS1	-0.11	0.151	0.412	0.258	0.339	0.844	0.133	0	0	1	0.998	1	3
ZEB2	-0.118	0.021	0.16	0.766	9.929	0.128	0.071	0.013	39.569	1.655	0.998	1	7
ZEB2-AS1	-0.422	0.176	0.773	0.564	0.207	0.649	0.305	0	0	1	0.998	1	2
ZER1	-0.022	0.087	0.195	0.119	5.047	0.538	0.056	0	0	1	0.998	1	7
ZFAND2A	-0.035	0.189	0.413	0.098	2.745	0.601	0.114	0	0	1	0.998	1	5
ZFAND2B	-0.09	0.053	0.196	0.47	4.114	0.391	0.073	0.001	2.768	1.028	0.998	1	5
ZFAND3	-0.183	-0.014	0.155	0.87	1.59	0.811	0.086	0	0	1	0.998	1	5
ZFAND4	-0.216	0.121	0.458	0.481	8.951	0.03	0.172	0.062	66.484	2.984	0.998	1	4
ZFAND5	-0.253	-0.021	0.211	0.857	7.817	0.099	0.118	0.032	48.827	1.954	0.998	1	5
ZFAND6	-0.242	0.053	0.347	0.725	9.007	0.061	0.15	0.061	55.588	2.252	0.998	1	5
ZFAT	-0.061	0.05	0.16	0.378	7.875	0.247	0.056	0.005	23.81	1.313	0.998	1	7
ZFHX2	-0.157	0.104	0.366	0.434	19.99	0.001	0.134	0.062	74.987	3.998	0.998	1	6
ZFHX3	-0.127	-0.022	0.083	0.679	7.086	0.313	0.053	0.004	15.331	1.181	0.998	1	7
ZFHX4	-0.054	-0.011	0.032	0.627	2.503	0.644	0.022	0	0	1	0.998	1	5
ZFP1	-0.095	0.036	0.166	0.593	7.291	0.295	0.067	0.006	17.706	1.215	0.998	1	7
ZFP106	-0.477	-0.083	0.311	0.679	1.796	0.18	0.201	0.038	44.306	1.796	0.998	1	2
ZFP112	-1.184	-0.279	0.627	0.547	6.283	0.012	0.462	0.362	84.085	6.283	0.998	1	2
ZFP14	-0.091	0.007	0.106	0.884	5.695	0.458	0.05	0	0	1	0.998	1	7
ZFP161	-0.157	0.185	0.527	0.29	1.216	0.27	0.175	0.011	17.732	1.216	0.998	1	2
ZFP2	-0.07	0.023	0.116	0.635	5.172	0.522	0.047	0	0	1	0.998	1	7
ZFP28	-0.058	0.084	0.226	0.247	8.313	0.216	0.072	0.009	27.828	1.386	0.998	1	7
ZFP3	-0.081	0.02	0.12	0.697	5.528	0.478	0.051	0	0	1	0.998	1	7
ZFP30	-0.114	0.1	0.315	0.36	14.689	0.023	0.11	0.037	59.153	2.448	0.998	1	7
ZFP36	-0.215	0.069	0.354	0.632	7.665	0.105	0.145	0.049	47.816	1.916	0.998	1	5
ZFP36L1	-0.214	0.037	0.289	0.771	7.734	0.102	0.128	0.038	48.278	1.933	0.998	1	5
ZFP36L2	-0.483	-0.152	0.179	0.367	13.127	0.011	0.169	0.091	69.529	3.282	0.998	1	5
ZFP37	-0.101	0.04	0.18	0.58	10.799	0.095	0.071	0.012	44.438	1.8	0.998	1	7
ZFP41	-0.162	-0.027	0.108	0.693	7.345	0.29	0.069	0.006	18.31	1.224	0.998	1	7
ZFP42	-0.054	0.016	0.086	0.651	2.3	0.681	0.036	0	0	1	0.998	1	5
ZFP57	-0.061	0.023	0.107	0.584	4.669	0.458	0.043	0	0	1	0.998	1	6
ZFP62	-0.167	-0.037	0.093	0.578	6.067	0.416	0.066	0	1.106	1.011	0.998	1	7
ZFP69	-0.05	0.092	0.234	0.205	2.012	0.734	0.073	0	0	1	0.998	1	5
ZFP69B	-0.094	-0.017	0.059	0.653	3.279	0.512	0.039	0	0	1	0.998	1	5
ZFP90	-0.054	0.114	0.282	0.184	5.725	0.455	0.086	0	0	1	0.998	1	7
ZFP91	-0.069	0.063	0.196	0.35	2.229	0.694	0.068	0	0	1	0.998	1	5
ZFP92	-0.184	-0.055	0.075	0.408	4.394	0.623	0.066	0	0	1	0.998	1	7
ZFPL1	-0.01	0.08	0.17	0.081	6.548	0.365	0.046	0.001	8.373	1.091	0.998	1	7
ZFPM1	-0.302	-0.1	0.102	0.331	0.575	0.966	0.103	0	0	1	0.998	1	5
ZFPM2	-0.02	0.012	0.043	0.467	1.524	0.467	0.016	0	0	1	0.998	1	3
ZFR	-0.084	0.042	0.169	0.514	1.99	0.921	0.065	0	0	1	0.998	1	7
ZFR2	-0.267	-0.09	0.086	0.316	15.336	0.004	0.09	0.026	73.917	3.834	0.998	1	5
ZFTA	-0.167	-0.04	0.087	0.541	1.737	0.42	0.065	0	0	1	0.998	1	3
ZFX	-0.27	-0.027	0.215	0.827	8.531	0.074	0.124	0.038	53.114	2.133	0.998	1	5
ZFY	-0.361	0.043	0.446	0.836	6.66	0.155	0.206	0.076	39.938	1.665	0.998	1	5
ZFYVE1	-0.064	0.059	0.182	0.347	0.722	0.949	0.063	0	0	1	0.998	1	5
ZFYVE16	-0.174	0.079	0.331	0.541	5.775	0.217	0.129	0.025	30.731	1.444	0.998	1	5
ZFYVE19	-0.225	-0.04	0.144	0.668	5.135	0.274	0.094	0.011	22.103	1.284	0.998	1	5
ZFYVE21	-0.227	-0.073	0.082	0.358	6.133	0.189	0.079	0.01	34.777	1.533	0.998	1	5
ZFYVE27	-0.055	0.147	0.348	0.153	5.21	0.266	0.103	0.012	23.229	1.303	0.998	1	5
ZFYVE28	-0.409	-0.119	0.171	0.42	10.655	0.031	0.148	0.054	62.458	2.664	0.998	1	5
ZG16	-0.093	0.017	0.127	0.764	6.423	0.093	0.056	0.006	53.29	2.141	0.998	1	4
ZG16B	-0.233	-0.024	0.186	0.826	6.584	0.253	0.107	0.016	24.058	1.317	0.998	1	6
ZGLP1	-0.285	-0.106	0.073	0.244	2.442	0.486	0.091	0	0	1	0.998	1	4
ZGRF1	-0.089	-0.026	0.037	0.413	0.375	0.984	0.032	0	0	1	0.998	1	5
ZHX1	-0.086	0.052	0.189	0.459	4.701	0.453	0.07	0	0	1	0.998	1	6
ZHX1-C8orf76	-0.087	0.07	0.227	0.384	3.688	0.297	0.08	0.005	18.656	1.229	0.998	1	4
ZHX2	-0.133	0.188	0.51	0.25	24.408	0	0.164	0.127	75.418	4.068	0.998	1	7
ZHX3	-0.125	-0.015	0.096	0.794	8.191	0.224	0.056	0.005	26.746	1.365	0.998	1	7
ZIC1	-0.031	0.014	0.06	0.538	2.938	0.568	0.023	0	0	1	0.998	1	5
ZIC4	-0.343	-0.073	0.197	0.595	4.989	0.083	0.138	0.034	59.912	2.494	0.998	1	3
ZIC5	-0.046	0.055	0.156	0.285	3.081	0.544	0.052	0	0	1	0.998	1	5
ZIK1	-0.18	-0.045	0.09	0.516	3.533	0.74	0.069	0	0	1	0.998	1	7
ZIM3	-0.613	-0.076	0.461	0.782	17.012	0	0.274	0.189	88.244	8.506	0.998	1	3
ZKSCAN1	-0.159	0.058	0.275	0.603	23.371	0.001	0.111	0.054	74.327	3.895	0.998	1	7
ZKSCAN2	-0.084	-0.009	0.066	0.819	2.302	0.89	0.038	0	0	1	0.998	1	7
ZKSCAN3	-0.148	-0.046	0.055	0.373	10.035	0.123	0.052	0.006	40.207	1.672	0.998	1	7
ZKSCAN4	-0.128	-0.014	0.101	0.814	5.383	0.496	0.059	0	0	1	0.998	1	7
ZKSCAN5	-0.039	0.098	0.234	0.16	4.155	0.656	0.07	0	0	1	0.998	1	7
ZKSCAN7	-0.418	-0.07	0.278	0.694	9.991	0.041	0.178	0.081	59.965	2.498	0.998	1	5
ZKSCAN8	-0.225	-0.059	0.107	0.487	5.985	0.2	0.085	0.011	33.166	1.496	0.998	1	5
ZMAT1	-0.219	0.018	0.255	0.882	3.662	0.454	0.121	0	0	1	0.998	1	5
ZMAT2	-0.111	0.076	0.263	0.426	4.181	0.382	0.095	0.002	4.331	1.045	0.998	1	5
ZMAT3	-0.051	0.113	0.276	0.177	2.994	0.559	0.084	0	0	1	0.998	1	5
ZMAT5	-0.334	-0.071	0.191	0.593	6.892	0.142	0.134	0.034	41.964	1.723	0.998	1	5
ZMIZ1-AS1	-0.106	-0.011	0.085	0.828	0.028	0.868	0.049	0	0	1	0.998	1	2
ZMIZ2	-0.189	-0.021	0.148	0.808	5.073	0.28	0.086	0.009	21.158	1.268	0.998	1	5
ZMYM1	-0.293	0.072	0.437	0.7	5.33	0.255	0.186	0.043	24.954	1.333	0.998	1	5
ZMYM3	-0.162	-0.012	0.137	0.874	5.154	0.272	0.076	0.007	22.394	1.289	0.998	1	5
ZMYM4	-0.145	0.022	0.188	0.8	3.495	0.479	0.085	0	0	1	0.998	1	5
ZMYM5	-0.069	0.109	0.287	0.229	1.875	0.759	0.091	0	0	1	0.998	1	5
ZMYM6	-0.313	-0.046	0.221	0.735	6.097	0.192	0.136	0.031	34.392	1.524	0.998	1	5
ZMYND10	-0.245	-0.068	0.108	0.448	4.748	0.314	0.09	0.009	15.755	1.187	0.998	1	5
ZMYND11	-0.075	0.074	0.223	0.332	1.732	0.785	0.076	0	0	1	0.998	1	5
ZMYND12	-0.338	-0.083	0.172	0.524	4.299	0.231	0.13	0.025	30.22	1.433	0.998	1	4
ZMYND19	-0.076	0.161	0.397	0.183	3.798	0.434	0.121	0	0	1	0.998	1	5
ZNF10	-0.102	0.025	0.152	0.699	6.651	0.354	0.065	0.003	9.788	1.109	0.998	1	7
ZNF100	-0.033	0.082	0.198	0.164	3.828	0.7	0.059	0	0	1	0.998	1	7
ZNF101	0.001	0.129	0.257	0.048	5.907	0.434	0.065	0	0	1	0.998	1	7
ZNF107	-0.358	-0.138	0.081	0.217	3.951	0.413	0.112	0	0	1	0.998	1	5
ZNF114	-0.254	-0.083	0.089	0.345	11.452	0.043	0.087	0.021	56.338	2.29	0.998	1	6
ZNF117	-0.17	-0.039	0.091	0.555	5.754	0.451	0.067	0	0	1	0.998	1	7
ZNF12	-0.264	-0.071	0.123	0.474	8.378	0.212	0.099	0.018	28.386	1.396	0.998	1	7
ZNF121	-0.331	-0.078	0.176	0.547	13.241	0.039	0.129	0.055	54.686	2.207	0.998	1	7
ZNF124	0.002	0.18	0.357	0.047	7.27	0.297	0.09	0.01	17.469	1.212	0.998	1	7
ZNF131	-0.149	0.063	0.274	0.562	6.408	0.269	0.108	0.015	21.974	1.282	0.998	1	6
ZNF132	-0.029	0.063	0.155	0.176	4.201	0.649	0.047	0	0	1	0.998	1	7
ZNF133	-0.158	0.014	0.187	0.87	11.728	0.068	0.088	0.022	48.839	1.955	0.998	1	7
ZNF135	-0.028	0.059	0.147	0.181	1.998	0.92	0.044	0	0	1	0.998	1	7
ZNF137P	-0.044	0.181	0.407	0.115	1.512	0.68	0.115	0	0	1	0.998	1	4
ZNF138	-0.168	-0.025	0.117	0.728	7.663	0.176	0.073	0.01	34.752	1.533	0.998	1	6
ZNF14	-0.177	-0.037	0.103	0.606	2.811	0.832	0.072	0	0	1	0.998	1	7
ZNF140	-0.063	0.06	0.182	0.339	3.918	0.688	0.062	0	0	1	0.998	1	7
ZNF142	-0.13	0.066	0.262	0.511	16.877	0.01	0.1	0.037	64.449	2.813	0.998	1	7
ZNF146	-0.101	0.008	0.118	0.88	5.07	0.535	0.056	0	0	1	0.998	1	7
ZNF148	-0.049	0.064	0.176	0.267	5.931	0.431	0.057	0	0	1	0.998	1	7
ZNF155	-0.001	0.101	0.202	0.052	4.289	0.638	0.052	0	0	1	0.998	1	7
ZNF157	-0.037	0.026	0.089	0.423	4.633	0.462	0.032	0	0	1	0.998	1	6
ZNF16	-0.107	0.093	0.293	0.363	10.779	0.095	0.102	0.03	44.334	1.796	0.998	1	7
ZNF160	-0.076	0.17	0.415	0.176	25.937	0	0.125	0.072	76.867	4.323	0.998	1	7
ZNF165	-0.087	-0.026	0.036	0.41	6.112	0.411	0.031	0	1.835	1.019	0.998	1	7
ZNF167	-0.505	0.083	0.672	0.782	5.193	0.023	0.3	0.146	80.745	5.193	0.998	1	2
ZNF169	-0.062	0.042	0.146	0.431	5.04	0.539	0.053	0	0	1	0.998	1	7
ZNF17	-0.135	-0.033	0.069	0.526	4.557	0.602	0.052	0	0	1	0.998	1	7
ZNF174	-0.008	0.058	0.123	0.087	5.596	0.47	0.034	0	0	1	0.998	1	7
ZNF175	-0.068	0.037	0.143	0.491	2.148	0.906	0.054	0	0	1	0.998	1	7
ZNF177	-0.101	0.126	0.352	0.277	1.312	0.726	0.116	0	0	1	0.998	1	4
