lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
UGT1A7	-0.829	-0.299	0.231	0.269	1.946	0.163	0.271	0.072	48.601	1.946	1	1	2
UGT1A8	-0.144	0.068	0.279	0.53	1.384	0.5	0.108	0	0	1	1	1	3
UGT1A9	-0.816	-0.287	0.243	0.288	1.623	0.203	0.27	0.058	38.376	1.623	1	1	2
UGT2A1	-0.218	0.014	0.246	0.905	4.883	0.087	0.118	0.024	59.043	2.442	1	1	3
UGT2A2	-0.31	-0.125	0.06	0.184	0.349	0.555	0.094	0	0	1	1	1	2
UGT2A3	-0.038	0.009	0.055	0.715	1.049	0.592	0.024	0	0	1	1	1	3
UGT2B10	-0.047	0.306	0.658	0.09	0.086	0.77	0.18	0	0	1	1	1	2
UGT2B11	-0.129	0.124	0.377	0.336	1.645	0.439	0.129	0	0	1	1	1	3
UGT2B15	-0.003	0.057	0.117	0.061	1.021	0.6	0.031	0	0	1	1	1	3
UGT2B17	-0.095	0.041	0.177	0.553	1.994	0.574	0.069	0	0	1	1	1	4
UGT2B28	-0.2	-0.012	0.177	0.903	2.567	0.277	0.096	0.01	22.089	1.284	1	1	3
UGT2B4	-0.097	0.019	0.136	0.744	2.788	0.248	0.059	0.005	28.276	1.394	1	1	3
UGT2B7	-0.045	0.142	0.33	0.137	2.492	0.288	0.096	0.007	19.745	1.246	1	1	3
UGT3A1	-0.022	0.004	0.03	0.741	1.77	0.621	0.013	0	0	1	1	1	4
UGT3A2	-0.251	0.016	0.282	0.909	2.407	0.3	0.136	0.01	16.898	1.203	1	1	3
UGT8	-0.126	-0.024	0.077	0.638	6.401	0.494	0.052	0	0	1	1	1	8
UHMK1	-0.004	0	0.004	0.943	7.701	0.658	0.002	0	0	1	1	1	11
UHRF1	-0.116	0.125	0.365	0.311	10.932	0.091	0.123	0.041	45.113	1.822	1	1	7
UHRF1BP1	-0.097	0.002	0.101	0.963	1.748	0.626	0.051	0	0	1	1	1	4
UHRF1BP1L	-0.083	0.018	0.12	0.723	3.005	0.391	0.052	0	0.161	1.002	1	1	4
UHRF2	-0.02	0.008	0.036	0.582	6.977	0.539	0.014	0	0	1	1	1	9
UIMC1	-0.162	-0.061	0.041	0.24	6.318	0.503	0.052	0	0	1	1	1	8
ULBP1	-0.027	0.028	0.084	0.315	6.143	0.407	0.028	0	2.32	1.024	1	1	7
ULBP2	-0.083	0.002	0.088	0.958	4.285	0.369	0.044	0.001	6.646	1.071	1	1	5
ULBP3	-0.068	-0.003	0.061	0.921	3.253	0.777	0.033	0	0	1	1	1	7
ULK1	-0.013	0.027	0.067	0.191	6.523	0.77	0.02	0	0	1	1	1	11
ULK2	-0.011	0.028	0.068	0.162	11.176	0.344	0.02	0	10.52	1.118	1	1	11
ULK3	-0.027	0.014	0.055	0.511	6.653	0.758	0.021	0	0	1	1	1	11
ULK4	-0.172	-0.016	0.14	0.839	7.788	0.254	0.08	0.01	22.961	1.298	1	1	7
ULK4P1	-0.881	0.358	1.598	0.571	2.213	0.137	0.632	0.513	54.822	2.213	1	1	2
UMAD1	-0.408	0.419	1.245	0.321	1.952	0.162	0.421	0.173	48.782	1.952	1	1	2
UMOD	-0.033	-0.002	0.029	0.894	1.69	0.89	0.016	0	0	1	1	1	6
UMODL1	-0.032	-0.006	0.02	0.645	1.139	0.951	0.013	0	0	1	1	1	6
UMPS	-0.071	0.09	0.251	0.273	2.831	0.586	0.082	0	0	1	1	1	5
UNC119	-0.044	0.005	0.053	0.844	15.367	0.081	0.025	0.002	41.432	1.707	1	1	10
UNC119B	-0.089	-0.004	0.081	0.919	5.489	0.483	0.043	0	0	1	1	1	7
UNC13A	-0.031	-0.008	0.015	0.494	1.118	0.993	0.012	0	0	1	1	1	8
UNC13B	-0.021	0.015	0.051	0.411	9.391	0.402	0.018	0	4.168	1.043	1	1	10
UNC13C	-0.016	0.022	0.06	0.249	3.339	0.911	0.019	0	0	1	1	1	9
UNC13D	-0.174	-0.064	0.046	0.253	4.96	0.665	0.056	0	0	1	1	1	8
UNC45A	-0.004	0.027	0.058	0.083	9.765	0.461	0.016	0	0	1	1	1	11
UNC45B	-0.071	0.031	0.132	0.555	8.424	0.209	0.052	0.005	28.779	1.404	1	1	7
UNC50	-0.052	-0.023	0.005	0.103	6.472	0.774	0.014	0	0	1	1	1	11
UNC5A	-0.052	-0.003	0.046	0.899	9.301	0.318	0.025	0.001	13.989	1.163	1	1	9
UNC5B	-0.002	0	0.002	0.997	3.345	0.949	0.001	0	0	1	1	1	10
UNC5C	-0.034	-0.001	0.033	0.976	2.142	0.829	0.017	0	0	1	1	1	6
UNC5CL	-0.196	-0.07	0.057	0.282	10.67	0.154	0.065	0.01	34.398	1.524	1	1	8
UNC5D	-0.111	-0.014	0.082	0.772	6.456	0.264	0.049	0.004	22.551	1.291	1	1	6
UNC79	-0.059	0.01	0.079	0.777	4.476	0.345	0.035	0.001	10.628	1.119	1	1	5
UNC80	-0.023	0.005	0.033	0.735	3.341	0.503	0.014	0	0	1	1	1	5
UNC84A	-0.06	-0.027	0.006	0.107	1.36	0.715	0.017	0	0	1	1	1	4
UNC84B	0.001	0.054	0.107	0.044	1.064	0.786	0.027	0	0	1	1	1	4
UNC93A	-0.188	-0.048	0.091	0.498	9.318	0.097	0.071	0.012	46.342	1.864	1	1	6
UNC93B1	-0.002	0	0.002	0.985	8.427	0.587	0.001	0	0	1	1	1	11
UNCX	-0.161	-0.03	0.1	0.648	1.555	0.817	0.067	0	0	1	1	1	5
UNCX4.1	-0.002	0	0.002	0.995	0.129	0.938	0.001	0	0	1	1	1	3
UNG	-0.064	-0.007	0.051	0.818	6.753	0.749	0.029	0	0	1	1	1	11
UNG2	-0.016	0.032	0.079	0.193	2.142	0.343	0.024	0	6.641	1.071	1	1	3
UNK	-0.187	-0.094	0	0.05	2.916	0.893	0.048	0	0	1	1	1	8
UNKL	-0.198	-0.097	0.005	0.061	7.106	0.418	0.052	0	1.485	1.015	1	1	8
UNQ2541	-0.004	0	0.004	0.987	0.422	0.81	0.002	0	0	1	1	1	3
UNQ470	-0.074	-0.007	0.06	0.841	0.109	0.947	0.034	0	0	1	1	1	3
UNQ501	-0.004	0.018	0.04	0.107	0.975	0.614	0.011	0	0	1	1	1	3
UNQ739	-0.109	-0.032	0.045	0.418	0.489	0.783	0.039	0	0	1	1	1	3
UNQ830	-0.07	0.021	0.113	0.65	0.708	0.702	0.047	0	0	1	1	1	3
UPB1	-0.04	0.015	0.07	0.598	3.404	0.493	0.028	0	0	1	1	1	5
UPF1	-0.122	-0.017	0.087	0.745	2.299	0.941	0.053	0	0	1	1	1	8
UPF2	0.002	0.029	0.056	0.034	7.951	0.539	0.014	0	0	1	1	1	10
UPF3A	-0.021	0.013	0.048	0.456	5.163	0.88	0.018	0	0	1	1	1	11
UPF3B	-0.023	0.002	0.028	0.864	5.339	0.867	0.013	0	0	1	1	1	11
UPK1A	-0.061	-0.007	0.047	0.789	4.87	0.432	0.028	0	0	1	1	1	6
UPK1B	-0.084	0.034	0.152	0.571	7.42	0.191	0.06	0.007	32.613	1.484	1	1	6
UPK2	-0.095	-0.055	-0.015	0.007	3.172	0.787	0.02	0	0	1	1	1	7
UPK3A	-0.104	-0.008	0.089	0.873	5.992	0.424	0.049	0	0	1	1	1	7
UPK3B	0.006	0.076	0.146	0.034	3.385	0.759	0.036	0	0	1	1	1	7
UPP1	-0.005	0.048	0.1	0.073	9.546	0.481	0.027	0	0	1	1	1	11
UPP2	-0.037	0.013	0.063	0.609	3.26	0.66	0.026	0	0	1	1	1	6
UPRT	-0.056	0.005	0.066	0.871	0.65	1	0.031	0	0	1	1	1	9
UQCC	-0.352	-0.129	0.094	0.258	0.469	0.493	0.114	0	0	1	1	1	2
UQCC1	-0.164	-0.053	0.058	0.346	5.374	0.372	0.057	0.001	6.96	1.075	1	1	6
UQCC2	-0.065	-0.017	0.032	0.505	2.298	0.807	0.025	0	0	1	1	1	6
UQCC3	-0.209	0.019	0.248	0.867	0.821	0.844	0.116	0	0	1	1	1	4
UQCC4	-1.642	0.872	3.387	0.497	7.683	0.006	1.283	2.901	86.984	7.683	1	1	2
UQCC5	-0.293	-0.073	0.146	0.511	3.116	0.211	0.112	0.014	35.806	1.558	1	1	3
UQCC6	-0.183	-0.043	0.098	0.551	0.314	0.957	0.072	0	0	1	1	1	4
UQCR	-0.025	0.007	0.039	0.677	3.414	0.332	0.016	0	12.12	1.138	1	1	4
UQCR10	-0.246	0.08	0.407	0.629	7.17	0.067	0.167	0.063	58.16	2.39	1	1	4
UQCR11	-0.122	0.003	0.129	0.959	2.996	0.558	0.064	0	0	1	1	1	5
UQCRB	-0.077	-0.019	0.04	0.537	4.91	0.767	0.03	0	0	1	1	1	9
UQCRB-AS1	-0.768	0.241	1.25	0.64	1.515	0.218	0.515	0.274	33.985	1.515	1	1	2
UQCRBP1	-0.509	0.008	0.525	0.976	0.67	0.413	0.264	0	0	1	1	1	2
UQCRC1	-0.029	0.007	0.044	0.692	6.732	0.665	0.019	0	0	1	1	1	10
UQCRC2	-0.078	-0.022	0.033	0.427	7.746	0.56	0.028	0	0	1	1	1	10
UQCRFS1	-0.085	-0.027	0.03	0.351	4.881	0.675	0.029	0	0	1	1	1	8
UQCRH	-0.074	0.014	0.103	0.75	15.446	0.079	0.045	0.006	41.731	1.716	1	1	10
UQCRHL	-0.229	0.056	0.34	0.701	13.268	0.01	0.145	0.06	69.853	3.317	1	1	5
UQCRQ	-0.061	0.162	0.386	0.155	3.275	0.658	0.114	0	0	1	1	1	6
URAD	-0.185	-0.035	0.116	0.651	0.103	0.95	0.077	0	0	1	1	1	3
URB1	-0.071	0.002	0.075	0.962	1.356	0.987	0.037	0	0	1	1	1	8
URB1-AS1	-0.601	-0.121	0.358	0.621	0.441	0.507	0.245	0	0	1	1	1	2
URB2	-0.128	-0.006	0.116	0.923	8.726	0.273	0.062	0.006	19.781	1.247	1	1	8
URG4	-0.027	0.01	0.046	0.603	3.672	0.299	0.019	0	18.307	1.224	1	1	4
URGCP	-0.186	-0.066	0.054	0.281	1.566	0.955	0.061	0	0	1	1	1	7
URI1	-0.031	0.112	0.255	0.124	1.521	0.677	0.073	0	0	1	1	1	4
URM1	-0.029	0.064	0.157	0.175	3.074	0.878	0.047	0	0	1	1	1	8
UROC1	-0.016	0.012	0.039	0.408	3.656	0.6	0.014	0	0	1	1	1	6
UROD	-0.037	-0.009	0.019	0.546	5.459	0.708	0.014	0	0	1	1	1	9
UROS	-0.03	0.041	0.113	0.256	16.047	0.098	0.036	0.004	37.683	1.605	1	1	11
USB1	-0.152	0.02	0.191	0.821	7.503	0.186	0.088	0.015	33.357	1.501	1	1	6
USE1	-0.064	0.032	0.129	0.512	5.103	0.531	0.049	0	0	1	1	1	7
USF1	0.001	0.049	0.097	0.045	4.341	0.931	0.024	0	0	1	1	1	11
USF2	-0.036	-0.006	0.024	0.7	2.008	0.981	0.015	0	0	1	1	1	9
USF3	-0.14	0.111	0.362	0.386	3.775	0.287	0.128	0.014	20.533	1.258	1	1	4
USH1C	-0.2	-0.041	0.117	0.611	6.79	0.079	0.081	0.014	55.819	2.263	1	1	4
USH1G	-0.092	-0.001	0.09	0.99	4.329	0.503	0.046	0	0	1	1	1	6
USH2A	-0.025	0.002	0.029	0.896	0.307	0.959	0.014	0	0	1	1	1	4
USHBP1	-0.065	0.031	0.126	0.529	5.836	0.322	0.049	0.002	14.329	1.167	1	1	6
USMG5	-0.485	-0.102	0.28	0.6	1.137	0.566	0.195	0	0	1	1	1	3
USO1	-0.109	-0.003	0.102	0.952	6.357	0.384	0.054	0.001	5.612	1.059	1	1	7
USP1	-0.026	0.003	0.032	0.862	4.201	0.898	0.015	0	0	1	1	1	10
USP10	-0.064	-0.027	0.011	0.164	2.727	0.987	0.019	0	0	1	1	1	11
USP11	-0.041	-0.002	0.037	0.919	8.474	0.389	0.02	0	5.595	1.059	1	1	9
USP12	-0.088	0.054	0.196	0.454	8.245	0.221	0.073	0.009	27.229	1.374	1	1	7
USP13	-0.049	0.004	0.058	0.871	13.254	0.151	0.027	0.002	32.097	1.473	1	1	10
USP14	-0.048	-0.011	0.026	0.56	4.171	0.9	0.019	0	0	1	1	1	10
USP15	-0.097	-0.055	-0.013	0.01	8.39	0.495	0.022	0	0	1	1	1	10
USP16	-0.053	-0.008	0.037	0.738	7.173	0.709	0.023	0	0	1	1	1	11
USP17	-0.095	0.071	0.237	0.4	0.18	0.671	0.085	0	0	1	1	1	2
USP17L12	-0.167	-0.024	0.118	0.737	1.149	0.563	0.073	0	0	1	1	1	3
USP17L15	-0.212	-0.057	0.098	0.472	0.23	0.632	0.079	0	0	1	1	1	2
USP17L2	-0.013	0.209	0.43	0.065	0.804	0.37	0.113	0	0	1	1	1	2
USP18	-0.269	-0.068	0.134	0.509	12.749	0.078	0.103	0.028	45.093	1.821	1	1	8
USP19	-0.066	0.057	0.179	0.365	3.919	0.789	0.063	0	0	1	1	1	8
USP2	-0.03	0.02	0.07	0.434	0.831	0.975	0.026	0	0	1	1	1	6
USP20	-0.002	0	0.002	0.947	5.148	0.881	0.001	0	0	1	1	1	11
USP21	-0.037	-0.007	0.023	0.638	3.865	0.92	0.015	0	0	1	1	1	10
USP22	-0.107	-0.03	0.047	0.451	0.537	0.991	0.039	0	0	1	1	1	6
USP24	-0.097	0.004	0.106	0.931	3.17	0.674	0.052	0	0	1	1	1	6
USP25	-0.06	0.062	0.184	0.322	6.965	0.433	0.062	0	0	1	1	1	8
USP26	-0.013	0.011	0.035	0.373	3.999	0.406	0.012	0	0	1	1	1	5
USP27X	-0.171	-0.031	0.109	0.662	0.794	0.851	0.071	0	0	1	1	1	4
USP27X-DT	-0.123	0.062	0.248	0.511	0.077	0.782	0.095	0	0	1	1	1	2
USP28	-0.049	0.049	0.146	0.326	4.855	0.678	0.05	0	0	1	1	1	8
USP29	-0.028	0.001	0.03	0.944	4.519	0.477	0.015	0	0	1	1	1	6
USP3	-0.056	-0.005	0.046	0.838	2.01	0.981	0.026	0	0	1	1	1	9
USP3-AS1	-0.072	0.044	0.161	0.455	0.591	0.744	0.059	0	0	1	1	1	3
USP30	-0.062	0.036	0.135	0.472	1.862	0.967	0.05	0	0	1	1	1	8
USP30-AS1	-0.778	0.148	1.075	0.754	1.629	0.202	0.473	0.267	38.618	1.629	1	1	2
USP31	-0.111	-0.007	0.098	0.897	5.986	0.541	0.053	0	0	1	1	1	8
USP32	-0.031	0.008	0.047	0.678	3.754	0.958	0.02	0	0	1	1	1	11
USP32P1	-5.929	-0.851	4.227	0.743	4.055	0.044	2.591	10.15	75.336	4.055	1	1	2
USP32P2	-0.078	0.219	0.516	0.149	0.104	0.95	0.152	0	0	1	1	1	3
USP32P3	-0.94	0.08	1.101	0.877	0.017	0.898	0.521	0	0	1	1	1	2
USP33	-0.011	0.015	0.041	0.249	4.365	0.929	0.013	0	0	1	1	1	11
USP34	-0.036	-0.006	0.024	0.699	5.672	0.842	0.016	0	0	1	1	1	11
USP35	-0.108	-0.009	0.091	0.862	3.81	0.577	0.051	0	0	1	1	1	6
USP36	-0.197	-0.068	0.06	0.298	1.748	0.626	0.066	0	0	1	1	1	4
USP37	-0.043	0.001	0.045	0.962	3.823	0.955	0.023	0	0	1	1	1	11
USP38	-0.027	0.007	0.041	0.684	5.178	0.818	0.017	0	0	1	1	1	10
USP38-DT	-0.571	-0.093	0.385	0.703	0.177	0.674	0.244	0	0	1	1	1	2
USP39	-0.01	0.023	0.057	0.173	15.113	0.128	0.017	0.001	33.831	1.511	1	1	11
USP4	-0.013	0.012	0.038	0.349	4.223	0.937	0.013	0	0	1	1	1	11
USP40	-0.109	-0.013	0.084	0.796	3.167	0.788	0.049	0	0	1	1	1	7
USP42	-0.029	-0.003	0.022	0.787	5.418	0.796	0.013	0	0	1	1	1	10
USP43	-0.067	0.093	0.254	0.254	8.145	0.32	0.082	0.008	14.055	1.164	1	1	8
USP44	-0.153	-0.032	0.089	0.6	5.938	0.43	0.062	0	0	1	1	1	7
USP45	-0.031	0.083	0.198	0.153	5.609	0.586	0.058	0	0	1	1	1	8
USP46	-0.004	0.024	0.053	0.097	5.977	0.742	0.015	0	0	1	1	1	10
USP47	-0.063	0.019	0.101	0.648	17.189	0.07	0.042	0.005	41.825	1.719	1	1	11
USP48	-0.02	0.013	0.045	0.44	5.161	0.88	0.017	0	0	1	1	1	11
USP49	-0.044	-0.003	0.038	0.889	6.226	0.796	0.021	0	0	1	1	1	11
USP5	-0.02	0.004	0.029	0.743	9.854	0.453	0.013	0	0	1	1	1	11
USP50	-0.079	0.022	0.124	0.668	5.476	0.361	0.052	0.001	8.69	1.095	1	1	6
USP51	-0.07	0.106	0.281	0.237	16.173	0.024	0.089	0.029	56.718	2.31	1	1	8
USP52	-0.002	0.057	0.117	0.059	1.027	0.599	0.03	0	0	1	1	1	3
USP53	-0.172	-0.009	0.154	0.911	3.384	0.759	0.083	0	0	1	1	1	7
USP54	-0.121	-0.035	0.052	0.434	6.518	0.368	0.044	0.002	7.946	1.086	1	1	7
USP6	-0.109	0.095	0.299	0.36	3.211	0.782	0.104	0	0	1	1	1	7
USP6NL	-0.038	-0.007	0.023	0.629	8.275	0.507	0.015	0	0	1	1	1	10
USP7	-0.018	0.006	0.031	0.624	4.671	0.912	0.013	0	0	1	1	1	11
USP8	-0.024	0.018	0.06	0.404	2.478	0.991	0.021	0	0	1	1	1	11
USP9X	-0.036	-0.005	0.025	0.739	9.26	0.321	0.016	0	13.608	1.158	1	1	9
USP9Y	-0.295	-0.037	0.222	0.781	1.381	0.926	0.132	0	0	1	1	1	6
USPL1	-0.049	-0.009	0.03	0.638	6.456	0.776	0.02	0	0	1	1	1	11
UST	-0.073	-0.024	0.025	0.332	8.24	0.605	0.025	0	0	1	1	1	11
UTF1	-0.098	-0.004	0.089	0.929	4.521	0.477	0.048	0	0	1	1	1	6
UTP11	-0.043	0.387	0.818	0.078	0.334	0.563	0.22	0	0	1	1	1	2
UTP11L	-0.034	0	0.034	0.981	0.339	0.997	0.017	0	0	1	1	1	6
UTP14A	-0.036	-0.006	0.023	0.669	2.897	0.894	0.015	0	0	1	1	1	8
UTP14C	-0.059	-0.025	0.009	0.151	7.287	0.4	0.017	0	3.935	1.041	1	1	8
UTP15	-0.002	0	0.002	0.999	2.239	0.973	0.001	0	0	1	1	1	9
UTP18	-0.254	-0.08	0.095	0.372	9.288	0.158	0.089	0.019	35.397	1.548	1	1	7
UTP20	-0.228	-0.062	0.103	0.459	2.067	0.84	0.084	0	0	1	1	1	6
UTP23	-0.17	-0.026	0.118	0.728	1.381	0.926	0.073	0	0	1	1	1	6
UTP25	-0.219	-0.02	0.178	0.842	4.199	0.241	0.101	0.012	28.559	1.4	1	1	4
UTP3	-0.131	0.042	0.215	0.634	0.85	0.974	0.088	0	0	1	1	1	6
UTP4	-0.359	-0.002	0.354	0.991	0.69	0.708	0.182	0	0	1	1	1	3
UTP6	-0.092	0.051	0.194	0.485	4.06	0.398	0.073	0.001	1.478	1.015	1	1	5
UTRN	-0.186	-0.046	0.094	0.521	2.148	0.951	0.071	0	0	1	1	1	8
UTS2	-0.136	-0.037	0.063	0.473	4.039	0.775	0.051	0	0	1	1	1	8
UTS2B	-0.02	0.013	0.046	0.429	2.621	0.454	0.017	0	0	1	1	1	4
UTS2D	-0.488	-0.17	0.149	0.296	0.576	0.448	0.163	0	0	1	1	1	2
UTS2R	-0.089	-0.001	0.087	0.986	6.333	0.275	0.045	0.003	21.048	1.267	1	1	6
UTX	-0.002	0	0.002	0.997	0.26	0.967	0.001	0	0	1	1	1	4
UTY	-0.016	0.031	0.078	0.191	3.031	0.932	0.024	0	0	1	1	1	9
UVRAG	-0.052	-0.018	0.016	0.296	9.258	0.508	0.017	0	0	1	1	1	11
UVRAG-DT	-0.522	-0.093	0.336	0.67	0.003	0.955	0.219	0	0	1	1	1	2
UVSSA	-0.193	0.032	0.257	0.781	10.808	0.029	0.115	0.035	62.991	2.702	1	1	5
UXS1	-0.047	0.009	0.065	0.752	4.659	0.913	0.029	0	0	1	1	1	11
UXT	-0.037	-0.003	0.032	0.88	4.236	0.835	0.018	0	0	1	1	1	9
VAC14	-0.004	0	0.004	0.87	7.173	0.709	0.002	0	0	1	1	1	11
VAC14-AS1	-0.057	0.047	0.151	0.373	0.647	0.724	0.053	0	0	1	1	1	3
VAMP1	-0.072	-0.006	0.059	0.85	2.66	0.988	0.034	0	0	1	1	1	11
VAMP2	-0.046	-0.02	0.005	0.113	8.326	0.597	0.013	0	0	1	1	1	11
VAMP3	-0.037	0.02	0.077	0.484	7.861	0.642	0.029	0	0	1	1	1	11
VAMP4	-0.07	-0.025	0.02	0.27	11.654	0.309	0.023	0.001	14.19	1.165	1	1	11
VAMP5	-0.081	-0.024	0.034	0.416	5.957	0.819	0.029	0	0	1	1	1	11
VAMP7	-0.07	0.051	0.171	0.409	8.462	0.206	0.061	0.007	29.096	1.41	1	1	7
VAMP8	-0.051	0.033	0.118	0.436	10.429	0.317	0.043	0.003	13.699	1.159	1	1	10
VANGL1	-0.122	-0.022	0.079	0.67	1.134	0.889	0.051	0	0	1	1	1	5
VANGL2	-0.063	-0.012	0.04	0.659	3.766	0.806	0.026	0	0	1	1	1	8
VAPA	0.01	0.081	0.151	0.025	7.14	0.414	0.036	0	1.965	1.02	1	1	8
VAPB	-0.013	0.047	0.107	0.123	8.575	0.573	0.031	0	0	1	1	1	11
VARS	-0.012	0.013	0.039	0.313	4.769	0.574	0.013	0	0	1	1	1	7
VARS1	-0.285	0.117	0.519	0.568	5.896	0.052	0.205	0.069	66.078	2.948	1	1	3
VARS2	-0.305	-0.078	0.148	0.497	2.901	0.575	0.115	0	0	1	1	1	5
VARSL	-0.004	0.059	0.122	0.065	0.154	0.926	0.032	0	0	1	1	1	3
VASH1	-0.03	0.013	0.056	0.552	5.996	0.816	0.022	0	0	1	1	1	11
VASH1-AS1	-0.17	0.007	0.184	0.936	0.407	0.524	0.09	0	0	1	1	1	2
VASH2	-0.068	0.003	0.075	0.925	5.75	0.331	0.036	0.001	13.044	1.15	1	1	6
VASN	-0.155	-0.064	0.027	0.169	2.586	0.764	0.046	0	0	1	1	1	6
VASP	-0.108	0.008	0.125	0.889	7.138	0.415	0.059	0.001	1.929	1.02	1	1	8
VAT1	-0.025	0.015	0.055	0.466	3.616	0.935	0.021	0	0	1	1	1	10
VAT1L	-0.146	-0.009	0.129	0.902	10.077	0.039	0.07	0.013	60.304	2.519	1	1	5
VAV1	-0.127	-0.024	0.079	0.651	4.723	0.694	0.053	0	0	1	1	1	8
VAV2	-0.074	0.018	0.109	0.706	4.688	0.698	0.047	0	0	1	1	1	8
VAV3	-0.091	-0.023	0.044	0.502	6.533	0.769	0.034	0	0	1	1	1	11
VAX1	-0.056	0.05	0.157	0.356	2.905	0.574	0.054	0	0	1	1	1	5
VAX2	-0.169	-0.018	0.133	0.816	7.423	0.191	0.077	0.011	32.644	1.485	1	1	6
VBP1	-0.022	-0.003	0.016	0.74	7.456	0.682	0.01	0	0	1	1	1	11
VCAM1	-0.006	0	0.007	0.969	13.713	0.057	0.003	0	48.954	1.959	1	1	8
VCAN	-0.068	0.053	0.174	0.393	7.188	0.304	0.062	0.004	16.529	1.198	1	1	7
VCF1	-0.095	0.162	0.42	0.217	0.908	0.341	0.131	0	0	1	1	1	2
VCL	-0.061	-0.017	0.027	0.446	5.04	0.831	0.023	0	0	1	1	1	10
VCP	-0.007	0.013	0.033	0.205	6.148	0.803	0.01	0	0	1	1	1	11
VCPIP1	-0.042	-0.009	0.025	0.613	5.218	0.876	0.017	0	0	1	1	1	11
VCPKMT	-0.159	0.094	0.346	0.466	2.557	0.465	0.129	0	0	1	1	1	4
VCX	-0.896	-0.318	0.26	0.281	1.917	0.166	0.295	0.083	47.845	1.917	1	1	2
VCX2	-0.142	-0.003	0.137	0.97	1.333	0.721	0.071	0	0	1	1	1	4
VCX3A	-0.172	0.12	0.412	0.421	0.55	0.459	0.149	0	0	1	1	1	2
VCX3B	-0.103	0.067	0.236	0.439	0.986	0.321	0.087	0	0	1	1	1	2
VCY	-0.126	0.015	0.155	0.838	1.448	0.485	0.071	0	0	1	1	1	3
VCY1B	-0.262	0.05	0.361	0.755	0.619	0.431	0.159	0	0	1	1	1	2
VDAC1	-0.069	-0.031	0.008	0.116	6.201	0.798	0.02	0	0	1	1	1	11
VDAC2	-0.024	0.069	0.163	0.146	5.848	0.44	0.048	0	0	1	1	1	7
VDAC3	-0.029	-0.006	0.016	0.585	8.593	0.476	0.011	0	0	1	1	1	10
VDP	-0.044	-0.008	0.027	0.648	0.196	0.906	0.018	0	0	1	1	1	3
VDR	-0.108	0.045	0.198	0.563	5.036	0.412	0.078	0	0.713	1.007	1	1	6
VEGFA	-0.035	0.05	0.135	0.25	4.934	0.668	0.043	0	0	1	1	1	8
VEGFB	-0.003	0.027	0.058	0.078	4.467	0.924	0.016	0	0	1	1	1	11
VEGFC	-0.002	0.116	0.234	0.054	1.285	0.864	0.06	0	0	1	1	1	5
VENTX	-0.063	0.029	0.121	0.535	4.072	0.771	0.047	0	0	1	1	1	8
VENTXP1	-0.066	0.023	0.112	0.608	0.8	0.67	0.045	0	0	1	1	1	3
VENTXP7	-0.45	-0.161	0.129	0.277	0.025	0.874	0.148	0	0	1	1	1	2
VEPH1	-0.077	0.02	0.118	0.681	7.407	0.285	0.05	0.004	18.992	1.234	1	1	7
VEZF1	-0.121	-0.041	0.038	0.308	5.247	0.63	0.04	0	0	1	1	1	8
VEZT	-0.22	-0.014	0.192	0.894	1.274	0.866	0.105	0	0	1	1	1	5
VGF	-0.084	0.011	0.107	0.815	6.87	0.651	0.049	0	0	1	1	1	10
VGLL1	-0.051	0.05	0.151	0.332	6.342	0.274	0.052	0.003	21.16	1.268	1	1	6
VGLL2	-0.035	0.055	0.144	0.233	0.794	0.939	0.046	0	0	1	1	1	5
VGLL3	-0.074	-0.012	0.051	0.709	4.252	0.373	0.032	0.001	5.925	1.063	1	1	5
VGLL4	-0.054	-0.018	0.018	0.328	10.201	0.423	0.018	0	1.974	1.02	1	1	11
VHL	-0.024	0.013	0.051	0.494	8.64	0.374	0.019	0	7.408	1.08	1	1	9
VHLL	-0.311	-0.145	0.021	0.087	2.824	0.588	0.085	0	0	1	1	1	5
VIL1	-0.117	-0.047	0.023	0.189	4.385	0.735	0.036	0	0	1	1	1	8
VIL2	-0.081	-0.004	0.072	0.912	0.239	0.971	0.039	0	0	1	1	1	4
VILL	-0.217	-0.068	0.081	0.37	8.856	0.182	0.076	0.011	32.247	1.476	1	1	7
VIM	-0.122	-0.02	0.083	0.708	15.639	0.075	0.052	0.01	42.45	1.738	1	1	10
VIP	-0.049	-0.001	0.048	0.983	3.943	0.862	0.025	0	0	1	1	1	9
VIPAS39	-0.159	-0.041	0.076	0.489	0.399	0.983	0.06	0	0	1	1	1	5
VIPR1	-0.061	-0.013	0.036	0.601	8.101	0.619	0.025	0	0	1	1	1	11
VIPR2	-0.096	-0.009	0.079	0.843	4.361	0.737	0.045	0	0	1	1	1	8
VIRMA	-0.189	0.045	0.279	0.707	2.192	0.534	0.119	0	0	1	1	1	4
VIT	-0.123	-0.057	0.009	0.089	2.864	0.826	0.034	0	0	1	1	1	7
VKORC1	-0.033	-0.004	0.025	0.765	7.245	0.404	0.015	0	3.385	1.035	1	1	8
VKORC1L1	-0.111	-0.055	0.001	0.053	5.201	0.736	0.029	0	0	1	1	1	9
VLDLR	-0.063	-0.029	0.005	0.095	2.511	0.991	0.017	0	0	1	1	1	11
VMA21	-0.105	0.009	0.122	0.879	1.844	0.87	0.058	0	0	1	1	1	6
